voter,team,bias1,bias2,bias3,bias0_ap,bias0_mean,n
kirk-bohls,north-carolina-tar-heels,-0.0962459500977283,-0.1968995657743424,-0.1980907420065483,-1.0555555555555556,-2.0631111111111107,54
tom-murphy,north-carolina-tar-heels,-0.0675431886330595,-0.1600337358222765,-0.15748281519253,-1.1886792452830188,-2.0577169811320752,53
chris-murray,north-carolina-tar-heels,-0.0500710057681761,-0.1556270069301373,-0.1528268696599082,-0.8269230769230769,-1.952673076923077,52
robert-cessna,north-carolina-tar-heels,-0.0424485894469411,-0.1551473855973416,-0.1530301540209486,-0.7924528301886793,-2.01788679245283,53
brian-howell,north-carolina-tar-heels,0.0025188500566391,-0.113848532525914,-0.111521821982665,-0.2549019607843137,-1.4792549019607844,51
bob-asmussen,north-carolina-tar-heels,0.0200868136978111,-0.0839125905818267,-0.0807258054496915,0.2,-1.00686,50
