voter,team,bias1,bias2,bias3,bias0_ap,bias0_mean,n
nathan-baird,ohio-state-buckeyes,-0.6546107331821617,-1.506906060606061,-1.5215116012735062,-0.6984126984126984,-2.5179206349206353,63
dylan-sinn,ohio-state-buckeyes,-0.43881360185708,-1.1732483010266883,-1.1857895727460943,-0.6086956521739131,-2.5123913043478265,69
matt-baker,ohio-state-buckeyes,-0.3554941971608638,-1.119492714178288,-1.129514312847646,-0.4188034188034188,-2.3991880341880334,117
neill-ostrout,ohio-state-buckeyes,-0.3190538194444444,-0.9531933595482752,-0.9471235795454548,-0.390625,-2.2960312500000004,64
ron-counts,ohio-state-buckeyes,-0.3041346646185356,-1.0731558755760369,-1.0889470744309455,-0.5483870967741935,-2.4843064516129036,62
steve-batterson,ohio-state-buckeyes,-0.2921637004970338,-1.133530434804393,-1.081406575677409,-1.0208333333333333,-3.083979166666667,144
bob-asmussen,ohio-state-buckeyes,-0.2618525933863477,-1.138302661428514,-1.1010309611869027,-0.6644295302013423,-2.714563758389262,149
david-briggs,ohio-state-buckeyes,-0.2220572033072033,-1.068787731270856,-1.0232625482625484,-0.277027027027027,-2.342864864864865,148
josh-furlong,ohio-state-buckeyes,-0.20890756302521,-0.9177178151260506,-0.9292717086834734,-0.3294117647058823,-2.215988235294118,85
don-williams,ohio-state-buckeyes,-0.1991939484126984,-0.8800198762468776,-0.8828500781625781,-0.3958333333333333,-2.3227708333333332,96
mike-barber,ohio-state-buckeyes,-0.1940972222222222,-0.8965149503968254,-0.9041522366522368,-0.45,-2.5410125,80
colten-bartholomew,ohio-state-buckeyes,-0.1603552532123961,-0.765687112622827,-0.7731481481481481,-0.4603174603174603,-2.3532063492063497,63
andy-greder,ohio-state-buckeyes,-0.1493028743028743,-0.7923517136542358,-0.7824613574613576,-0.3153153153153153,-2.3189099099099093,111
david-jablonski,ohio-state-buckeyes,-0.1417327117327117,-0.9074279659551852,-0.922826617826618,0.1384615384615384,-1.8572,65
nate-mink,ohio-state-buckeyes,-0.1325520833333333,-0.762882068452381,-0.7607142857142858,-0.46875,-2.30140625,64
jerry-dipaola,ohio-state-buckeyes,-0.1266666666666666,-0.7757269487792233,-0.754535533910534,-0.2125,-2.2134625,80
rece-davis,ohio-state-buckeyes,-0.1191996275329608,-0.7859407487825044,-0.7900887099605048,0.0854700854700854,-1.8949145299145305,117
