voter,Conference,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean
dave-reardon,acc,0.0594130023640662,0.03444822695035461,0.060928132387706856,-0.19819692671394798,-0.20583238770685577,-0.17805106382978725,-0.18436052009456264,-0.19656264775413712,-0.16336713947990542,4.782505910165485,-10.906307328605202
dave-reardon,big-ten,-0.011653911205073995,0.03968625792811839,-0.032473995771670185,-0.26083192389006343,-0.20738710359408033,-0.2586816067653277,-0.2516934460887949,-0.19266828752642706,-0.25520824524312896,-1.2938689217758985,-19.725342494714585
dave-reardon,pac-12,0.03566887159533074,0.004605836575875485,0.08196517509727626,-0.14843443579766535,-0.17854708171206227,-0.07280155642023346,-0.14116770428015563,-0.16638891050583657,-0.06844747081712063,7.589494163424124,-10.959605058365758
dave-reardon,american,-0.09283773584905661,-0.05028301886792452,-0.09862641509433961,-0.19109924528301886,-0.08453018867924529,-0.21679622641509433,-0.1932090566037736,-0.08727396226415095,-0.21878150943396227,-9.833962264150943,-18.342671698113207
dave-reardon,mwc,-0.0569896,-0.001469600000000001,-0.0801952,-0.0554888,-0.030600000000000002,-0.061324,-0.0693448,-0.038888,-0.0706,-3.664,-6.001480000000001
dave-reardon,cusa,-0.12427777777777778,0.0,-0.12427777777777778,-0.12437111111111111,0.0,-0.12437111111111111,-0.12920666666666666,0.0,-0.12920666666666666,-10.977777777777778,-11.637555555555556
dave-reardon,sun-belt,-0.13052434782608696,-0.08059391304347827,-0.09991478260869564,-0.10049826086956522,-0.0481295652173913,-0.08365565217391305,-0.10709913043478261,-0.05785565217391304,-0.08658782608695652,-15.791304347826086,-14.433095652173913
david-briggs,mac,-0.19313177570093457,-0.232857476635514,-0.14249018691588786,-0.7733144859813084,-0.856264953271028,-0.6641266355140186,-0.7435728971962616,-0.8231658878504673,-0.6349163551401868,-7.392523364485982,-29.71568691588785
david-briggs,acc,0.020333518776077884,0.033715020862308764,0.024917524339360224,-0.24760361613351875,-0.23184575799721838,-0.219621140472879,-0.23678887343532687,-0.22117788595271212,-0.21000417246175243,2.8331015299026427,-13.468239221140474
david-briggs,sec,0.016687887887887887,0.012063163163163164,0.028414314314314314,-0.4493986986986987,-0.4539446446446446,-0.38070510510510513,-0.433091991991992,-0.43243863863863863,-0.373808008008008,2.036036036036036,-18.452756756756756
david-briggs,big-12,0.021754770755886,0.022618587360594796,0.02231933085501859,-0.17374869888475838,-0.17961660470879803,-0.14495712515489467,-0.163408302354399,-0.166436926889715,-0.13575043370508055,2.418835192069393,-14.48163816604709
david-briggs,big-ten,-0.049704986522911054,-0.05652762803234501,-0.0204421832884097,-0.2686312668463612,-0.2661268194070081,-0.21435026954177896,-0.2573877358490566,-0.24930929919137465,-0.20775040431266847,-3.4029649595687332,-20.595156334231806
david-briggs,pac-12,-0.024691292875989448,-0.04106345646437995,-0.011037467018469657,-0.17967229551451186,-0.17772572559366756,-0.14759828496042215,-0.17347203166226915,-0.16964696569920845,-0.14343905013192612,-2.5131926121372032,-18.45978759894459
david-briggs,american,-0.011049877149877149,-0.010972727272727271,-0.03353783783783784,-0.10761228501228502,-0.06165921375921375,-0.12562850122850122,-0.11164570024570024,-0.06635626535626536,-0.1306916461916462,-5.090909090909091,-13.83713022113022
david-briggs,mwc,-0.03857954545454545,-0.013550909090909091,-0.06528818181818181,-0.056347272727272725,-0.036263636363636366,-0.06827454545454546,-0.06809045454545455,-0.044752272727272724,-0.07852,-3.7590909090909093,-6.314140909090908
david-briggs,cusa,-0.01045714285714286,-0.0132,0.002107142857142856,-0.050475,-0.004228571428571429,-0.05668214285714286,-0.045821428571428575,-0.010371428571428571,-0.046464285714285715,-1.8928571428571428,-6.881178571428571
duane-rankin,mac,-0.09380689655172414,0.008448275862068966,-0.17984827586206897,-1.1985,-1.4916724137931037,-0.9385517241379311,-0.976793103448276,-1.1916724137931032,-0.786044827586207,-4.448275862068965,-26.097034482758623
duane-rankin,acc,-0.027869491525423725,-0.18740169491525427,0.08166101694915254,-0.3836491525423729,-0.34949322033898306,-0.4093983050847458,-0.3553305084745763,-0.3419542372881356,-0.3642118644067796,-8.305084745762711,-28.52571186440678
duane-rankin,sec,0.00765384615384615,0.044848076923076914,0.03084807692307692,-0.21569230769230768,-0.1451201923076923,-0.18774230769230768,-0.20860384615384617,-0.14165192307692306,-0.18816634615384614,2.5865384615384617,-10.215653846153845
duane-rankin,big-12,-0.06579166666666666,-0.031937499999999994,-0.12875,-0.4774916666666667,-0.5365125000000001,-0.43143750000000003,-0.43567500000000003,-0.46623749999999997,-0.408625,-6.333333333333333,-33.16654166666667
duane-rankin,big-ten,-0.03035652173913044,-0.011134782608695656,-0.03411739130434782,-0.26175652173913044,-0.2710391304347826,-0.22397246376811594,-0.2585347826086956,-0.26151159420289855,-0.2316710144927536,-5.478260869565218,-23.700347826086954
duane-rankin,pac-12,0.14018965517241377,0.1887735632183908,0.04113103448275862,-0.06026551724137931,-0.034248275862068966,-0.06817931034482759,-0.04982988505747126,-0.011511494252873561,-0.0725183908045977,8.96551724137931,-5.977724137931033
duane-rankin,american,0.012744897959183672,-0.03008571428571429,0.017332653061224487,-0.051893877551020415,-0.059677551020408164,-0.048226530612244904,-0.04580000000000001,-0.07262448979591836,-0.040077551020408164,0.7551020408163265,-6.27204081632653
duane-rankin,mwc,0.005149999999999999,0.015149999999999999,-0.01,-0.0021750000000000003,-0.009600000000000001,0.007425,-0.027800000000000002,-0.032999999999999995,0.0052,0.25,0.17225
duane-rankin,cusa,-0.1834,-0.1561,-0.1971,-0.1042,-0.0776,-0.1176,-0.10669999999999999,-0.0776,-0.1213,-24.0,-13.675
ed-daigneault,mac,0.01273291139240507,0.12616455696202533,-0.0852240506329114,-0.6811367088607594,-0.7024911392405063,-0.648246835443038,-0.5850354430379747,-0.5846898734177215,-0.5750037974683544,0.5443037974683544,-24.934658227848104
ed-daigneault,sec,0.03330283911671924,0.05169558359621451,0.0005141955835962151,-0.31909274447949526,-0.2771589905362776,-0.33517097791798106,-0.3096435331230284,-0.26603406940063096,-0.3335832807570978,-1.2555205047318612,-15.642649842271295
ed-daigneault,big-12,-0.03723103448275862,-0.011547844827586206,-0.04005689655172413,-0.302748275862069,-0.291714224137931,-0.26920603448275865,-0.2792219827586207,-0.261448275862069,-0.25029741379310344,-3.0344827586206895,-22.735961206896555
ed-daigneault,acc,-0.03073623853211009,-0.16155412844036698,0.09620366972477064,-0.42681605504587156,-0.5449981651376147,-0.2779816513761468,-0.4129334862385321,-0.5306275229357799,-0.2664311926605505,2.779816513761468,-18.82598623853211
ed-daigneault,big-ten,0.03194072398190045,0.07915927601809955,-0.0058402714932126705,-0.23535113122171944,-0.185331221719457,-0.23400090497737555,-0.22180633484162895,-0.16747239819004525,-0.22889773755656107,-0.16289592760180996,-20.384067873303167
ed-daigneault,pac-12,0.037114566929133855,0.0057992125984252,0.03952007874015748,-0.14057165354330708,-0.16026299212598424,-0.09514842519685039,-0.13204606299212598,-0.15288385826771655,-0.08998267716535432,0.16535433070866143,-15.034389763779528
ed-daigneault,american,-0.14833868613138687,-0.0911021897810219,-0.16846788321167885,-0.20716496350364963,-0.1218948905109489,-0.2089963503649635,-0.21464963503649634,-0.13112700729927007,-0.21864452554744526,-19.080291970802918,-24.31095620437956
ed-daigneault,mwc,-0.06486842105263159,-0.056633333333333334,-0.028978947368421052,-0.07066140350877194,-0.09978245614035088,-0.01121578947368421,-0.08451403508771929,-0.10617894736842105,-0.019036842105263158,-7.5964912280701755,-7.006807017543859
ed-daigneault,cusa,-0.09064285714285714,0.0,-0.09064285714285714,0.013814285714285715,0.0,0.013814285714285715,-0.0095,0.0,-0.0095,-3.857142857142857,0.21071428571428572
jeff-seidel,mac,0.36553793103448273,0.7072137931034482,0.06896551724137931,-0.7396517241379311,-0.9435379310344828,-0.5596103448275863,-0.5565034482758621,-0.7179275862068966,-0.41312758620689655,5.275862068965517,-17.200344827586207
jeff-seidel,pac-12,-0.09259052631578947,-0.18859894736842103,-0.006433684210526316,-0.3034210526315789,-0.45769473684210527,-0.11524,-0.28105157894736843,-0.40910631578947365,-0.11985789473684211,-3.0210526315789474,-17.412473684210525
jeff-seidel,acc,-9.464285714285663e-05,-0.01301607142857143,0.011548214285714285,-0.3949285714285714,-0.1582714285714286,-0.5597035714285714,-0.3541714285714286,-0.15121607142857144,-0.4915982142857143,0.5,-20.97225
jeff-seidel,sec,-0.04091711711711712,-0.07293243243243243,0.002244144144144144,-0.25378378378378375,-0.297954054054054,-0.1578099099099099,-0.24986666666666665,-0.29112432432432434,-0.16396936936936937,-1.045045045045045,-13.735927927927927
jeff-seidel,big-12,0.03302025316455696,0.09221898734177215,-0.014031645569620254,-0.307926582278481,-0.32937088607594933,-0.2671518987341772,-0.2759607594936709,-0.28213544303797466,-0.2460227848101266,0.6708860759493671,-21.940240506329115
jeff-seidel,big-ten,0.03695652173913044,0.11856376811594202,-0.036153623188405794,-0.1856695652173913,-0.10029275362318842,-0.24263478260869567,-0.18825072463768117,-0.104831884057971,-0.24936231884057972,3.028985507246377,-16.219666666666665
jeff-seidel,american,-0.002561224489795918,-0.010136734693877552,-0.00103469387755102,-0.06618571428571428,-0.005369387755102039,-0.08104081632653061,-0.06351632653061225,-0.020977551020408165,-0.07410204081632653,-1.3673469387755102,-8.745020408163265
jeff-seidel,mwc,-0.0227,-0.0227,0.0,-0.0527,-0.0527,0.0,-0.0817,-0.0817,0.0,-1.0,-2.237
jeff-seidel,cusa,-0.0617,0.0,-0.0617,0.0333,0.0,0.0333,0.0319,0.0,0.0319,-3.0,1.575
jim-dunaway,mac,0.16184827586206896,0.2617103448275862,0.07554137931034483,-0.7425068965517242,-0.9521689655172414,-0.5588137931034483,-0.5723206896551725,-0.7548620689655173,-0.4118689655172414,6.827586206896552,-15.648620689655175
jim-dunaway,big-12,0.012165822784810125,0.011634177215189865,0.008126582278481015,-0.3734392405063291,-0.5124797468354431,-0.24301898734177213,-0.34320886075949364,-0.4627531645569621,-0.2279620253164557,-1.0632911392405062,-23.951177215189873
jim-dunaway,acc,-0.057753571428571425,-0.09567321428571429,-0.029089285714285713,-0.4677571428571428,-0.2531946428571429,-0.6210625,-0.42419642857142853,-0.2420625,-0.5498482142857143,-1.8214285714285714,-22.582517857142857
jim-dunaway,sec,-0.052498130841121496,-0.023126168224299064,-0.0525196261682243,-0.27738691588785047,-0.21493644859813085,-0.24845046728971962,-0.2699233644859813,-0.20841495327102805,-0.24964766355140186,-5.242990654205608,-18.22767289719626
jim-dunaway,big-ten,0.02491449275362319,0.05802318840579711,-0.01662028985507246,-0.20975507246376812,-0.1978159420289855,-0.2134768115942029,-0.2116768115942029,-0.20030434782608694,-0.22115797101449275,0.15942028985507245,-19.445507246376813
jim-dunaway,pac-12,-0.07822105263157894,-0.13077473684210525,-0.0018610526315789458,-0.26022947368421057,-0.33920526315789473,-0.10756315789473685,-0.2530694736842105,-0.32279473684210525,-0.11267052631578947,-3.5157894736842104,-17.437863157894736
jim-dunaway,american,0.05964285714285715,-0.009848979591836735,0.07362244897959183,-0.011622448979591839,-0.0061224489795918356,-0.030391836734693874,-0.010289795918367347,-0.023816326530612247,-0.024377551020408162,7.428571428571429,-0.3330408163265304
jim-dunaway,mwc,0.0,0.0,0.0,-0.0804,-0.0804,0.0,-0.0952,-0.0952,0.0,0.0,-1.689
jim-dunaway,cusa,-0.04,0.0,-0.04,0.0543,0.0,0.0543,0.05269999999999999,0.0,0.05269999999999999,-2.0,2.575
joel-klatt,mac,0.43639310344827587,1.0223620689655173,-0.06594827586206896,-0.6581827586206896,-0.5315551724137931,-0.7663379310344828,-0.508448275862069,-0.3831275862068965,-0.618096551724138,9.551724137931034,-12.803793103448276
joel-klatt,big-ten,0.027265217391304348,0.0382536231884058,0.004455072463768116,-0.221263768115942,-0.25316666666666665,-0.1873,-0.22300579710144927,-0.2543884057971015,-0.19563478260869563,1.173913043478261,-18.074739130434782
joel-klatt,big-12,-0.1336696629213483,-0.17898988764044943,-0.08512247191011235,-0.48951685393258426,-0.6510415730337079,-0.3376213483146068,-0.4553640449438202,-0.5953696629213483,-0.3174101123595506,-9.382022471910112,-29.392988764044944
joel-klatt,acc,-0.0010642857142857134,-0.026773214285714286,0.00309642857142857,-0.3758642857142857,-0.18268571428571428,-0.5287589285714286,-0.34279107142857146,-0.17560892857142857,-0.47338214285714286,0.6785714285714286,-19.966625
joel-klatt,sec,0.09392342342342341,0.08134144144144144,0.05573873873873874,-0.12422792792792793,-0.12717837837837837,-0.11554594594594596,-0.11480720720720722,-0.1167054054054054,-0.11254594594594594,5.72972972972973,-7.73326126126126
joel-klatt,pac-12,-0.12390947368421053,-0.20800000000000002,-0.025262105263157895,-0.2976494736842105,-0.41506631578947367,-0.13599263157894736,-0.28759894736842107,-0.3924873684210526,-0.13966842105263158,-10.663157894736843,-23.603305263157893
joel-klatt,american,0.046506122448979594,-0.011248979591836735,0.06191632653061224,-0.029193877551020406,-0.024636734693877553,-0.03203673469387755,-0.026485714285714286,-0.04850204081632653,-0.02476326530612245,4.551020408163265,-3.735448979591837
joel-klatt,mwc,-0.012225,0.0357,-0.047925,-0.051175,-0.023475,-0.0277,-0.06432500000000001,-0.034124999999999996,-0.0302,-1.25,-1.6667499999999997
john-adams,mac,1.1201755555555555,1.6941266666666666,0.6217888888888888,-0.10647111111111111,-0.13294222222222224,-0.07749999999999999,-0.023871111111111114,-0.02143111111111111,-0.019444444444444438,20.533333333333335,-7.0684000000000005
john-adams,sec,-0.06510523809523809,-0.13936285714285712,-0.033754761904761905,-0.40215,-0.4847828571428571,-0.35039428571428566,-0.39615285714285714,-0.4781409523809524,-0.35074571428571427,-3.066666666666667,-18.644661904761904
john-adams,pac-12,-0.1644695652173913,-0.2475766304347826,-0.03441032608695652,-0.3538532608695652,-0.511625,-0.13593532608695652,-0.3384907608695652,-0.47832336956521737,-0.13623586956521738,-6.842391304347826,-21.908646739130432
john-adams,big-12,-0.22565816993464052,-0.19329738562091503,-0.13386470588235294,-0.574062091503268,-0.561418954248366,-0.45098366013071894,-0.5478346405228759,-0.5346477124183007,-0.420002614379085,-9.052287581699346,-31.544705882352943
john-adams,acc,0.019100000000000002,0.03416736111111111,0.0031229166666666653,-0.3612888888888889,-0.2470458333333333,-0.42279097222222217,-0.33359236111111107,-0.2367409722222222,-0.3819881944444445,3.7291666666666665,-14.95875
john-adams,big-ten,0.0816251572327044,0.034945911949685535,0.10773773584905662,-0.1325194968553459,-0.1799188679245283,-0.07799056603773584,-0.12495849056603775,-0.1628685534591195,-0.08276729559748428,5.855345911949685,-11.62862893081761
john-adams,american,-0.02573829787234043,-0.054653191489361694,-0.02262553191489362,-0.09104893617021277,-0.07594148936170213,-0.09302553191489363,-0.09285531914893617,-0.08818191489361701,-0.09267659574468086,-3.882978723404255,-12.520957446808511
john-adams,mwc,-0.07618684210526315,-0.11259473684210526,-0.028881578947368418,-0.05028421052631579,-0.08857368421052632,-0.00156578947368421,-0.0603,-0.10685263157894738,0.002763157894736843,-6.105263157894737,-5.178763157894737
john-clay,mac,0.023323737373737368,0.0037919191919191936,0.040847474747474743,-0.5495106060606061,-0.6082681818181819,-0.46138080808080806,-0.5150222222222223,-0.5659611111111111,-0.4324823232323232,3.484848484848485,-21.943949494949496
john-clay,acc,-0.02237374461979914,-0.032551793400286945,-0.014981061692969871,-0.29720774748923956,-0.3077987087517934,-0.26244361549497847,-0.28762984218077475,-0.2996814921090387,-0.25496757532281206,-3.3472022955523673,-19.466637015781924
john-clay,sec,-0.01631044776119403,0.0010961194029850737,-0.029849253731343284,-0.4823934328358209,-0.47215810945273634,-0.43902039800995024,-0.4632618905472637,-0.4458559203980099,-0.43189004975124373,-3.698507462686567,-23.499920398009948
john-clay,big-12,0.00857521578298397,0.0184731196054254,0.0040818742293464855,-0.17470764488286067,-0.16549704069050553,-0.1583951911220715,-0.1640641183723798,-0.15166189889025894,-0.1492799013563502,0.3958076448828607,-15.478771886559802
john-clay,big-ten,-0.03288489010989011,0.005635027472527473,-0.07234574175824175,-0.2587269230769231,-0.2076129120879121,-0.2676802197802198,-0.24939285714285714,-0.1925576923076923,-0.2624425824175824,-4.2458791208791204,-22.02881868131868
john-clay,pac-12,-0.013035790884718498,-0.045049463806970516,0.004637265415549599,-0.17429289544235926,-0.18631206434316352,-0.1297038873994638,-0.16795549597855228,-0.17727667560321717,-0.1259243967828418,-1.3471849865951742,-17.51159383378016
john-clay,american,0.043532266009852216,0.010708620689655174,0.0509435960591133,-0.06853546798029556,-0.04953916256157635,-0.054607389162561575,-0.06907733990147784,-0.05179039408866994,-0.056980541871921184,3.083743842364532,-6.5796231527093605
john-clay,mwc,-0.04414179894179895,-0.0013042328042328034,-0.05878201058201058,-0.06362116402116402,-0.03223121693121693,-0.06505238095238096,-0.07708253968253968,-0.040851851851851854,-0.07465767195767196,-5.343915343915344,-8.46435978835979
john-clay,cusa,0.012356666666666665,0.0005333333333333334,0.01969,-0.029313333333333334,0.008746666666666665,-0.04532,-0.029206666666666665,0.00312,-0.03897333333333333,1.2,-3.844466666666667
laura-keeley,mac,1.1824379310344828,1.6530586206896551,0.7885620689655172,-0.14658620689655175,-0.28722758620689653,-0.03899310344827586,-0.0430103448275862,-0.15166206896551723,0.04345862068965516,16.0,-2.7386896551724136
laura-keeley,big-ten,-0.06393188405797101,-0.13481884057971014,-0.01908840579710145,-0.3459536231884058,-0.4842652173913043,-0.22521014492753624,-0.3388753623188406,-0.4735565217391304,-0.23085507246376813,-3.6956521739130435,-23.370101449275364
laura-keeley,big-12,0.04400126582278481,0.08925189873417722,-0.0006379746835443063,-0.304526582278481,-0.3649594936708861,-0.2309392405063291,-0.2719291139240506,-0.31130886075949366,-0.2157151898734177,3.2658227848101267,-20.662873417721517
laura-keeley,pac-12,-0.07537684210526316,-0.11538736842105263,-0.050812631578947366,-0.25806631578947364,-0.36088947368421054,-0.1459978947368421,-0.24219894736842107,-0.31996526315789475,-0.14778631578947368,-5.526315789473684,-18.12676842105263
laura-keeley,sec,-0.08576036036036035,-0.07873873873873874,-0.13156216216216216,-0.35313333333333335,-0.3047171171171172,-0.3628621621621622,-0.3477711711711712,-0.307736036036036,-0.3676027027027027,-5.5675675675675675,-18.008792792792793
laura-keeley,acc,-0.02992142857142857,-0.02619464285714285,-0.02641607142857143,-0.41615714285714284,-0.15267500000000003,-0.6114464285714286,-0.3740803571428572,-0.14237678571428572,-0.5420285714285714,0.30357142857142855,-19.597625
laura-keeley,american,0.0295,-0.03848571428571428,0.04906122448979592,-0.046610204081632654,-0.0385795918367347,-0.04906122448979592,-0.043955102040816325,-0.04865714285714286,-0.0424265306122449,4.612244897959184,-3.112938775510204
laura-keeley,mwc,0.0476,0.0476,0.0,0.0169,0.0169,0.0,-0.0109,-0.0109,0.0,2.0,0.763
marc-weiszer,mac,0.03293782383419689,0.04394093264248705,0.020856476683937825,-0.5157880829015544,-0.5460974093264248,-0.48140362694300515,-0.480978756476684,-0.504881347150259,-0.4518616580310881,3.227979274611399,-22.85116062176166
marc-weiszer,big-ten,-0.00996262482168331,-0.00773994293865906,-0.0022520684736091288,-0.24046233951497858,-0.23692881597717547,-0.20384065620542083,-0.22530485021398,-0.21568787446504994,-0.1976108416547789,1.2068473609129815,-17.595396576319544
marc-weiszer,acc,-0.018345558739255013,0.0004779369627507163,-0.01952263610315186,-0.2890236389684814,-0.2654243553008596,-0.27125157593123206,-0.27931303724928364,-0.2548606017191977,-0.2615212034383954,-3.067335243553009,-19.56888252148997
marc-weiszer,sec,-0.009744604316546763,-0.01636300102774923,0.001059609455292909,-0.44682774922918805,-0.459916443987667,-0.4067748201438849,-0.4306655704008222,-0.43649239465570405,-0.40004357656731754,-0.5077081192189106,-20.09655498458376
marc-weiszer,big-12,-0.022418447837150125,-0.020785623409669208,-0.010198982188295166,-0.21482595419847328,-0.21494185750636133,-0.1804996183206107,-0.20421895674300253,-0.20127048346055978,-0.17341806615776081,-1.3142493638676844,-18.549455470737914
marc-weiszer,pac-12,-0.01554098143236074,0.0012507957559681703,-0.02313315649867374,-0.16973740053050398,-0.1362712201591512,-0.159365649867374,-0.16441777188328913,-0.1301342175066313,-0.1554897877984085,-1.2705570291777188,-17.49957824933687
marc-weiszer,american,-0.0034201438848920867,-0.025610551558752994,-0.010220383693045563,-0.10912230215827337,-0.08161055155875299,-0.11392014388489209,-0.11049688249400479,-0.08338729016786571,-0.11713405275779377,-1.249400479616307,-11.107453237410072
marc-weiszer,mwc,-0.010616836734693878,0.013444387755102039,-0.03574234693877551,-0.030627040816326532,-0.014283673469387756,-0.04407959183673469,-0.044536734693877554,-0.023380612244897955,-0.056008163265306124,-1.5816326530612246,-4.96440306122449
matt-charboneau,mac,-0.11976216216216215,-0.09701081081081082,-0.1486337837837838,-0.8635797297297297,-0.991868918918919,-0.7445283783783784,-0.7566202702702702,-0.8581108108108108,-0.6655581081081081,-12.202702702702704,-39.06963513513514
matt-charboneau,acc,0.030375109170305677,0.0052668122270742345,0.06589563318777292,-0.2856109170305677,-0.26399301310043666,-0.2682371179039301,-0.2716013100436681,-0.2551886462882096,-0.251307423580786,2.2096069868995634,-18.46244541484716
matt-charboneau,sec,0.038090849673202615,0.04651732026143791,0.003908169934640522,-0.3264016339869281,-0.31409477124183005,-0.3202362745098039,-0.31021437908496735,-0.289571568627451,-0.32008137254901964,0.673202614379085,-14.628486928104575
matt-charboneau,big-12,-0.05844652173913044,-0.02577434782608696,-0.0595204347826087,-0.3369539130434782,-0.32230086956521736,-0.3198204347826087,-0.3122686956521739,-0.2885517391304348,-0.29750608695652175,-5.8652173913043475,-25.3814
matt-charboneau,big-ten,0.017055203619909504,0.005727601809954751,0.0020651583710407217,-0.24779230769230767,-0.2520289592760181,-0.22415158371040725,-0.23593031674208145,-0.2308891402714932,-0.22374072398190045,-1.1990950226244343,-21.854104072398187
matt-charboneau,pac-12,0.05444632352941176,0.030569485294117654,0.056448161764705886,-0.10192169117647058,-0.10725808823529412,-0.08662830882352941,-0.09638713235294118,-0.10087610294117648,-0.0817125,3.8051470588235294,-11.676499999999999
matt-charboneau,american,-0.008993430656934306,-0.019268613138686132,-0.017822627737226277,-0.06386277372262773,-0.05713284671532847,-0.05579270072992701,-0.06955182481751825,-0.06383430656934307,-0.061347445255474455,-4.2773722627737225,-10.387576642335766
matt-charboneau,mwc,-0.11258933333333333,-0.03620400000000001,-0.14944266666666667,-0.10026,-0.054314666666666664,-0.11132533333333335,-0.11597466666666667,-0.07048399999999999,-0.12126666666666665,-15.706666666666667,-13.097159999999999
matt-charboneau,cusa,-0.14025384615384615,0.0,-0.14025384615384615,-0.03096923076923077,0.0,-0.03096923076923077,-0.0322,0.0,-0.0322,-5.0,-0.7884615384615384
mike-sands,mac,-0.004258064516129031,0.1426193548387097,-0.10017741935483872,-1.0691451612903227,-1.3167645161290324,-0.8379451612903226,-0.8624483870967742,-1.0443838709677418,-0.6951129032258063,4.290322580645161,-17.07458064516129
mike-sands,acc,-0.03536071428571428,-0.1317482142857143,0.07066249999999999,-0.3958696428571429,-0.2745482142857143,-0.43804464285714284,-0.3640535714285714,-0.2656678571428571,-0.3889321428571429,-5.089285714285714,-25.93119642857143
mike-sands,sec,0.042330630630630625,0.09124414414414414,-0.006737837837837837,-0.16514324324324325,-0.09436486486486487,-0.18998108108108108,-0.15982702702702703,-0.0912918918918919,-0.1921027027027027,1.7567567567567568,-11.012261261261262
mike-sands,big-12,-0.026859493670886078,-0.03282151898734177,-0.017715189873417723,-0.4073430379746836,-0.5056784810126582,-0.2915506329113924,-0.367146835443038,-0.44167215189873416,-0.2654050632911392,1.3291139240506329,-23.1076835443038
mike-sands,big-ten,0.033685507246376804,0.018195652173913043,0.04151594202898551,-0.18835652173913042,-0.2187782608695652,-0.14861159420289854,-0.1861768115942029,-0.21378405797101452,-0.15537101449275362,1.3333333333333333,-17.61905797101449
mike-sands,pac-12,-0.02170526315789474,-0.008430526315789473,0.0011905263157894728,-0.17452105263157894,-0.18526736842105263,-0.09504947368421053,-0.17021894736842105,-0.1710684210526316,-0.10074,-3.768421052631579,-16.457747368421053
mike-sands,american,0.02493265306122449,-0.03386122448979592,0.03672448979591837,-0.02648163265306122,-0.013289795918367348,-0.04108163265306122,-0.023097959183673467,-0.02183469387755102,-0.03369795918367347,-0.5306122448979592,-5.716897959183674
mike-sands,mwc,-0.0289,0.0476,-0.1818,-0.0191,0.0169,-0.0909,-0.0375,-0.0109,-0.0909,-2.0,-1.237
mitch-vingle,mac,0.12237555555555556,0.1741988888888889,0.09589666666666666,-0.49916777777777777,-0.5660822222222223,-0.31989555555555554,-0.4388255555555556,-0.5011277777777778,-0.2837644444444445,1.8222222222222222,-21.937544444444445
mitch-vingle,sec,-0.04716781914893617,-0.14204468085106384,-0.02865132978723404,-0.4766723404255319,-0.5909401595744681,-0.28877340425531917,-0.44815478723404256,-0.5573531914893617,-0.2878465425531915,-9.77127659574468,-21.31696010638298
mitch-vingle,big-12,-0.08456086956521738,-0.03093678929765887,-0.08129665551839466,-0.356833110367893,-0.3248558528428094,-0.29839665551839467,-0.3427341137123746,-0.31088361204013376,-0.2763046822742475,-5.678929765886288,-20.57258193979933
mitch-vingle,acc,0.05626028368794326,0.09113404255319149,0.03725212765957446,-0.31480673758865246,-0.22976028368794327,-0.25075106382978724,-0.3164801418439716,-0.23753156028368796,-0.23246560283687945,6.48936170212766,-10.033645390070921
mitch-vingle,pac-12,0.014895424836601306,-0.028422222222222224,0.041619934640522875,-0.15477320261437907,-0.20696503267973856,-0.07541078431372548,-0.15176993464052288,-0.20422124183006538,-0.071709477124183,5.1568627450980395,-9.244944444444444
mitch-vingle,big-ten,-0.08643838028169014,-0.06387852112676057,0.010242605633802818,-0.3749070422535211,-0.36267957746478874,-0.1655095070422535,-0.3606,-0.34035176056338023,-0.16216267605633802,1.7112676056338028,-14.417908450704227
mitch-vingle,american,-0.010005228758169935,0.011496732026143793,-0.028222222222222218,-0.07913790849673202,-0.03796013071895425,-0.06889673202614378,-0.08750718954248367,-0.05551830065359477,-0.07270261437908497,-2.326797385620915,-8.795300653594772
mitch-vingle,mwc,0.03472499999999999,0.05055657894736842,-0.021473684210526315,-0.015457894736842103,-0.031405263157894735,-0.012936842105263158,-0.0320828947368421,-0.03993815789473684,-0.01959736842105263,-1.4736842105263157,-3.2661315789473684
mitch-vingle,cusa,-0.0846,0.0,-0.0846,-0.0029,0.0,-0.0029,-0.007400000000000001,0.0,-0.007400000000000001,-6.0,-0.175
nathan-deen,mac,0.08347460317460319,0.07767460317460316,0.07768412698412698,-0.6020714285714286,-0.8007460317460318,-0.427931746031746,-0.4891285714285714,-0.6564777777777778,-0.34612857142857145,2.9523809523809526,-17.467904761904762
nathan-deen,acc,-0.018916352201257862,0.012528301886792461,0.002339622641509436,-0.33121383647798747,-0.23882767295597482,-0.35253710691823903,-0.31709496855345914,-0.23291698113207546,-0.32872893081761007,3.6037735849056602,-14.981716981132077
nathan-deen,sec,-0.07615981308411215,-0.08171588785046728,-0.07187523364485982,-0.40700607476635514,-0.4094593457943925,-0.35171822429906546,-0.3954602803738318,-0.3955556074766355,-0.3522065420560748,-5.401869158878505,-18.03614953271028
nathan-deen,big-12,0.0629394117647059,0.14878117647058822,0.08190823529411764,-0.23273352941176473,-0.21476764705882354,-0.1399235294117647,-0.21254352941176474,-0.18890764705882354,-0.11923411764705882,3.3058823529411763,-15.340811764705883
nathan-deen,big-ten,-0.04103916083916084,-0.12611888111888112,0.020579720279720277,-0.35337062937062935,-0.4693776223776223,-0.2254846153846154,-0.33796013986013984,-0.45236363636363636,-0.21412657342657343,-1.2167832167832169,-22.000671328671327
