year,week,voters
2015,6,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,7,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,8,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,9,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,10,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,11,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,12,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,13,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,14,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,15,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2015,16,"('jimmy-burch', 'ken-medlin', 'mitch-vingle', 'jeff-seidel', 'john-clay', 'robert-gagliardi', 'brian-howell', 'jay-binkley', 'nathan-deen', 'sam-mckewon', 'joel-klatt', 'scott-wolf', 'jim-polzin', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'tim-griffin', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'michael-lev', 'chadd-cripe', 'garry-smits', 'pete-diprimio', 'kirk-bohls', 'bob-asmussen', 'ed-daigneault', 'duane-rankin', 'laura-keeley', 'gary-horowitz', 'john-adams', 'eric-avidon', 'jim-dunaway', 'mike-sorensen', 'rustin-dodd', 'ross-dellenger', 'jon-wilner', 'doug-lesmerises', 'david-briggs', 'nate-sandell', 'marc-weiszer', 'adam-zucker', 'mike-sands', 'dave-reardon', 'robert-cessna', 'tom-dangelo', 'steve-layman', 'brett-mcmurphy', 'rob-long', 'ed-johnson', 'matt-charboneau', 'chris-murray', 'sam-werner', 'adam-jude', 'scott-hamilton', 'john-shinn', 'ryan-finley', 'doug-doughty', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,1,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'ngozi-ekeledo', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,2,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'ngozi-ekeledo', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,3,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,4,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,5,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,6,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,7,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,8,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,9,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,10,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,11,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,12,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
2016,13,"('patrick-brown', 'jimmy-burch', 'mitch-vingle', 'john-clay', 'robert-gagliardi', 'brian-howell', 'dana-sulonen', 'nathan-deen', 'sam-mckewon', 'scott-wolf', 'steve-batterson', 'tom-murphy', 'keith-sargeant', 'eric-hansen', 'matt-mccoy', 'garland-gillen', 'joe-walljasper', 'michael-lev', 'garry-smits', 'pat-caputo', 'michael-bonner', 'kirk-bohls', 'pete-diprimio', 'jeff-miller', 'matt-galloway', 'marq-burnett', 'bob-asmussen', 'bill-landis', 'ed-daigneault', 'ferd-lewis', 'gary-horowitz', 'matt-porter', 'ross-dellenger', 'jon-wilner', 'david-briggs', 'robert-cessna', 'jason-galloway', 'adam-zucker', 'marc-weiszer', 'dave-southorn', 'brett-mcmurphy', 'jonny-miller', 'graham-watson', 'jerry-dipaola', 'mandy-mitchell', 'rob-long', 'ed-johnson', 'steve-wiseman', 'tony-parks', 'chuck-carlton', 'andy-greder', 'matt-charboneau', 'chris-murray', 'mike-barber', 'adam-jude', 'scott-hamilton', 'john-shinn', 'joe-dubin', 'joey-knight', 'brent-axe', 'josh-kendall')"
