season,voter,bias1-mean,bias1-std,bias2-mean,bias2-std,bias3-mean,bias3-std,bias0-ap-mean,bias0-ap-std,bias0-mean-mean,bias0-mean-std,n
2014,chuck-mcgill,0.06657223796033994,0.9504249291784702,0.07507082152974505,0.9419263456090652,0.07436260623229461,0.9249291784702549,0.1501416430594901,0.7861189801699717,0.5453257790368272,0.7648725212464589,0.8024079320113314
2014,daniel-berk,0.9043909348441926,0.5934844192634561,0.2776203966005666,0.75,0.31798866855524077,0.7294617563739377,0.8449008498583569,0.2521246458923513,0.7174220963172805,0.3640226628895184,0.8902266288951841
2014,donald-heath,0.9121813031161473,0.8229461756373938,0.14730878186968838,0.8271954674220963,0.17280453257790368,0.8186968838526912,0.6111898016997167,0.5736543909348442,0.4985835694050991,0.5524079320113314,0.8024079320113314
2014,doug-doughty,0.43130311614730876,0.5658640226628895,0.2953257790368272,0.7053824362606232,0.40155807365439095,0.6317280453257791,0.1813031161473088,0.6713881019830028,0.49575070821529743,0.613314447592068,0.9624645892351275
2014,doug-lesmerises,0.04107648725212465,0.9915014164305949,0.0113314447592068,0.9957507082152974,0.009206798866855524,0.9957507082152974,0.20113314447592068,0.9674220963172805,0.4235127478753541,0.9745042492917847,0.7677053824362606
2014,drew-sharp,0.06019830028328612,0.9546742209631728,0.024079320113314446,0.953257790368272,0.019830028328611898,0.9575070821529745,0.015580736543909348,0.953257790368272,0.014164305949008499,0.9660056657223796,0.7677053824362606
2014,ed-johnson,0.7457507082152974,0.943342776203966,0.09277620396600567,0.8909348441926346,0.07932011331444759,0.9036827195467422,0.19830028328611898,0.8824362606232294,0.4348441926345609,0.8937677053824362,0.8902266288951841
2014,eric-avidon,0.9730878186968839,0.7847025495750708,0.21813031161473087,0.7606232294617564,0.2584985835694051,0.7195467422096318,0.5736543909348442,0.5538243626062322,0.43342776203966005,0.5679886685552408,0.8342776203966006
2014,eric-hansen,0.13031161473087818,0.9674220963172805,0.04320113314447592,0.9645892351274787,0.043909348441926344,0.9645892351274787,0.13031161473087818,0.7818696883852692,0.3271954674220963,0.8640226628895185,0.8902266288951841
2014,ferd-lewis,0.9313031161473088,0.24079320113314448,0.46246458923512745,0.6203966005665722,0.6898016997167139,0.4730878186968839,0.9723796033994334,0.031161473087818695,0.896600566572238,0.12039660056657224,0.8902266288951841
2014,garland-gillen,0.5927762039660056,0.3385269121813031,0.3314447592067989,0.6635977337110481,0.4369688385269122,0.5708215297450425,0.6685552407932012,0.20821529745042494,0.6813031161473088,0.17705382436260622,0.8342776203966006
2014,garry-smits,0.9830028328611898,0.9263456090651558,0.11685552407932011,0.8923512747875354,0.13172804532577903,0.8973087818696884,0.49575070821529743,0.9192634560906515,0.7804532577903682,0.9645892351274787,0.9624645892351275
2014,gary-horowitz,0.9575070821529745,0.6416430594900849,0.3810198300283286,0.6473087818696884,0.4490084985835694,0.6572237960339944,0.8449008498583569,0.10623229461756374,0.7025495750708215,0.14730878186968838,0.8902266288951841
2014,grant-ramey,0.7457507082152974,0.7365439093484419,0.26345609065155806,0.7450424929178471,0.2556657223796034,0.7811614730878187,0.43626062322946174,0.6118980169971672,0.5538243626062322,0.6912181303116147,0.8902266288951841
2014,harold-gutmann,0.4164305949008499,0.6288951841359773,0.17705382436260622,0.8045325779036827,0.2669971671388102,0.78328611898017,0.3519830028328612,0.726628895184136,0.7152974504249292,0.6855524079320113,0.14447592067988668
2014,iliana-limon,0.8158640226628895,0.6841359773371105,0.24362606232294617,0.7662889518413598,0.29249291784702547,0.7648725212464589,0.5240793201133145,0.6926345609065155,0.5368271954674221,0.7507082152974505,0.8342776203966006
2014,jay-binkley,0.7542492917847026,0.5658640226628895,0.22096317280453256,0.7138810198300283,0.2719546742209632,0.6303116147308782,0.48229461756373937,0.7379603399433428,0.5049575070821529,0.7606232294617564,0.8342776203966006
2014,jim-polzin,0.7082152974504249,0.5722379603399433,0.3045325779036827,0.7563739376770539,0.363314447592068,0.7152974504249292,0.5113314447592068,0.5056657223796034,0.6997167138810199,0.5736543909348442,0.6841359773371105
2014,jimmy-burch,0.7776203966005666,0.2988668555240793,0.438385269121813,0.5722379603399433,0.7117563739376771,0.31728045325779036,0.8491501416430595,0.16288951841359772,0.7450424929178471,0.20679886685552407,0.9624645892351275
2014,joey-knight,0.48796033994334276,0.5679886685552408,0.301699716713881,0.7351274787535411,0.3611898016997167,0.6869688385269122,0.7131728045325779,0.7252124645892352,0.8923512747875354,0.7592067988668555,0.9624645892351275
2014,john-shinn,0.9801699716713881,0.8215297450424929,0.3526912181303116,0.7577903682719547,0.4192634560906516,0.7429178470254958,0.8364022662889519,0.12322946175637393,0.9050991501416431,0.15722379603399433,0.8902266288951841
2014,john-silver,0.16643059490084985,0.46742209631728043,0.26345609065155806,0.6848441926345609,0.3236543909348442,0.5991501416430595,0.12181303116147309,0.34844192634560905,0.1558073654390935,0.22237960339943344,0.8024079320113314
2014,jon-wilner,0.028328611898016998,0.9971671388101983,0.0028328611898017,0.9985835694050992,0.0028328611898017,0.9985835694050992,0.053824362606232294,0.9957507082152974,0.53328611898017,0.9971671388101983,0.8902266288951841
2014,josh-kendall,0.036827195467422094,0.9759206798866855,0.0226628895184136,0.9702549575070821,0.018413597733711047,0.9716713881019831,0.03541076487252125,0.9787535410764873,0.07932011331444759,0.9518413597733711,0.7677053824362606
2014,keith-sargeant,0.6735127478753541,0.7776203966005666,0.1813031161473088,0.8109065155807366,0.193342776203966,0.7960339943342776,0.3944759206798867,0.7563739376770539,0.391643059490085,0.7386685552407932,0.8342776203966006
2014,kellis-robinett,0.14305949008498584,0.9447592067988668,0.09915014164305949,0.9093484419263456,0.08427762039660057,0.9164305949008499,0.23937677053824363,0.8342776203966006,0.7223796033994334,0.8144475920679887,0.8342776203966006
2014,ken-medlin,0.8881019830028328,0.3087818696883853,0.358356940509915,0.6260623229461756,0.5424929178470255,0.45892351274787535,0.7740793201133145,0.19971671388101983,0.6402266288951841,0.15439093484419264,0.9624645892351275
2014,kirk-bohls,0.21600566572237961,0.9093484419263456,0.0679886685552408,0.9390934844192634,0.07223796033994334,0.9235127478753541,0.29036827195467424,0.9405099150141643,0.5021246458923513,0.9490084985835694,0.8342776203966006
2014,kyle-ringo,0.56657223796034,0.7330028328611898,0.21529745042492918,0.7464589235127479,0.28257790368271957,0.626770538243626,0.40226628895184136,0.8116147308781869,0.5410764872521246,0.8541076487252125,0.9624645892351275
2014,larry-vaught,0.5446175637393768,0.6898016997167139,0.3314447592067989,0.7776203966005666,0.40722379603399433,0.7634560906515581,0.8909348441926346,0.15155807365439095,0.8583569405099151,0.26487252124645894,0.8902266288951841
2014,logan-lowery,0.1281869688385269,0.8796033994334278,0.08994334277620397,0.863314447592068,0.11189801699716714,0.8201133144475921,0.11473087818696884,0.943342776203966,0.10056657223796034,0.9560906515580736,0.7677053824362606
2014,matt-mccoy,0.8803116147308782,0.3895184135977337,0.3654390934844193,0.7216713881019831,0.46388101983002833,0.6954674220963173,0.8661473087818697,0.0906515580736544,0.8541076487252125,0.09631728045325778,0.9624645892351275
2014,michael-lev,0.3073654390934844,0.7719546742209632,0.19759206798866855,0.8024079320113314,0.23229461756373937,0.7691218130311614,0.46388101983002833,0.6983002832861189,0.6203966005665722,0.7521246458923513,0.8902266288951841
2014,mike-herndon,0.06232294617563739,0.9815864022662889,0.04107648725212465,0.990084985835694,0.036827195467422094,0.9915014164305949,0.4660056657223796,0.5509915014164306,0.7195467422096318,0.5651558073654391,0.9624645892351275
2014,mike-sorensen,0.9390934844192634,0.4178470254957507,0.3937677053824363,0.6069405099150141,0.6494334277620396,0.3803116147308782,0.7988668555240793,0.21954674220963172,0.8052407932011332,0.37252124645892354,0.9624645892351275
2014,nate-sandell,0.9539660056657224,0.3661473087818697,0.3654390934844193,0.7110481586402266,0.48583569405099153,0.6713881019830028,0.9915014164305949,0.08640226628895184,0.876770538243626,0.21954674220963172,0.9624645892351275
2014,nick-baumgardner,0.9815864022662889,0.8371104815864022,0.23654390934844194,0.8427762039660056,0.24291784702549576,0.8144475920679887,0.9830028328611898,0.19263456090651557,0.8364022662889519,0.28328611898017,0.9624645892351275
2014,pete-diprimio,0.0679886685552408,0.9348441926345609,0.09773371104815864,0.9603399433427762,0.08427762039660057,0.9631728045325779,0.21246458923512748,0.6586402266288952,0.830028328611898,0.6444759206798867,0.9624645892351275
2014,rob-long,0.3923512747875354,0.7492917847025495,0.18271954674220964,0.8668555240793201,0.23937677053824363,0.7988668555240793,0.5141643059490085,0.6359773371104815,0.7124645892351275,0.7535410764872521,0.8342776203966006
2014,robert-cessna,0.9008498583569405,0.1558073654390935,0.438385269121813,0.5793201133144475,0.7422096317280453,0.3031161473087819,0.9305949008498584,0.16855524079320114,0.8689801699716714,0.2988668555240793,0.8902266288951841
2014,ross-dellenger,0.3328611898016997,0.6246458923512748,0.23158640226628896,0.7322946175637394,0.32152974504249293,0.6062322946175638,0.48229461756373937,0.7011331444759207,0.40368271954674223,0.7337110481586402,0.8342776203966006
2014,sam-werner,0.9213881019830028,0.7436260623229461,0.3151558073654391,0.7152974504249292,0.3923512747875354,0.6529745042492918,0.5609065155807366,0.35694050991501414,0.6303116147308782,0.4178470254957507,0.9624645892351275
2014,scott-nulph,0.21813031161473087,0.7067988668555241,0.21529745042492918,0.7535410764872521,0.22946175637393768,0.7372521246458924,0.1529745042492918,0.8555240793201133,0.48158640226628896,0.9050991501416431,0.9624645892351275
2014,scott-wolf,0.019830028328611898,0.9589235127478754,0.028328611898016998,0.9660056657223796,0.02762039660056657,0.9674220963172805,0.029745042492917848,0.9362606232294618,0.025495750708215296,0.9093484419263456,0.7677053824362606
2014,seth-emerson,0.22946175637393768,0.7082152974504249,0.23441926345609065,0.7422096317280453,0.29957507082152973,0.6041076487252125,0.17138810198300283,0.7762039660056658,0.6338526912181303,0.7386685552407932,0.8902266288951841
2014,steve-batterson,0.34844192634560905,0.6019830028328612,0.20679886685552407,0.7790368271954674,0.22237960339943344,0.7747875354107648,0.22946175637393768,0.5984419263456091,0.47875354107648727,0.6373937677053825,0.9624645892351275
2014,steve-sipple,0.6019830028328612,0.3923512747875354,0.2896600566572238,0.7294617563739377,0.38243626062322944,0.6784702549575071,0.5439093484419264,0.4886685552407932,0.7315864022662889,0.5807365439093485,0.20254957507082152
2014,tim-griffin,0.8250708215297451,0.13314447592067988,0.5092067988668555,0.5488668555240793,0.7181303116147308,0.3980169971671388,0.7648725212464589,0.0339943342776204,0.8087818696883853,0.0708215297450425,0.9624645892351275
2014,tom-mulhern,0.03824362606232295,0.13456090651558072,0.2245042492917847,0.4652974504249292,0.29957507082152973,0.4164305949008499,0.0169971671388102,0.1558073654390935,0.10339943342776203,0.1813031161473088,0.009206798866855524
2014,tom-murphy,0.18980169971671387,0.9050991501416431,0.13739376770538245,0.93342776203966,0.10977337110481586,0.9291784702549575,0.36473087818696887,0.45325779036827196,0.6458923512747875,0.4745042492917847,0.9624645892351275
2014,tommy-deas,0.9539660056657224,0.5998583569405099,0.29320113314447593,0.6869688385269122,0.34702549575070823,0.6657223796033994,0.8597733711048159,0.23796033994334279,0.7124645892351275,0.3271954674220963,0.8342776203966006
2015,adam-jude,0.7082152974504249,0.3342776203966006,0.17422096317280453,0.7903682719546742,0.43059490084985835,0.5254957507082153,0.9107648725212465,0.2818696883852691,0.5864022662889519,0.3810198300283286,0.23654390934844194
2015,adam-zucker,0.6296033994334278,0.8456090651558074,0.0708215297450425,0.9192634560906515,0.15864022662889518,0.8626062322946175,0.7535410764872521,0.3781869688385269,0.26628895184135976,0.40793201133144474,0.17563739376770537
2015,bob-asmussen,0.6168555240793201,0.5389518413597734,0.1274787535410765,0.8201133144475921,0.34277620396600567,0.6118980169971672,0.6218130311614731,0.4702549575070821,0.28328611898017,0.39943342776203966,0.20254957507082152
2015,brent-axe,0.48229461756373937,0.7110481586402266,0.10339943342776203,0.8711048158640227,0.3087818696883853,0.6487252124645893,0.6657223796033994,0.5198300283286119,0.29107648725212465,0.4830028328611898,0.20254957507082152
2015,brett-mcmurphy,1.0,0.9957507082152974,0.015580736543909348,0.9830028328611898,0.029745042492917848,0.9830028328611898,0.3626062322946176,0.7847025495750708,0.1643059490084986,0.830028328611898,0.20254957507082152
2015,brian-howell,0.6019830028328612,0.6041076487252125,0.12252124645892351,0.8484419263456091,0.2953257790368272,0.7124645892351275,0.9206798866855525,0.3434844192634561,0.5637393767705382,0.3909348441926346,0.20254957507082152
2015,chadd-cripe,0.9171388101983002,0.9844192634560907,0.012747875354107648,0.9844192634560907,0.0169971671388102,0.9815864022662889,0.3611898016997167,0.9065155807365439,0.10198300283286119,0.9475920679886686,0.17563739376770537
2015,chris-murray,0.9695467422096318,0.8654390934844193,0.08781869688385269,0.896600566572238,0.20679886685552407,0.8229461756373938,0.8526912181303116,0.48583569405099153,0.358356940509915,0.5113314447592068,0.17563739376770537
2015,daniel-berk,0.9447592067988668,0.8031161473087819,0.12464589235127478,0.6345609065155807,0.19121813031161472,0.5743626062322946,0.5056657223796034,0.8654390934844193,0.8519830028328612,0.8569405099150141,0.019830028328611898
2015,dave-reardon,0.9985835694050992,0.9801699716713881,0.032577903682719546,0.9575070821529745,0.060906515580736544,0.953257790368272,0.5021246458923513,0.5864022662889519,0.1678470254957507,0.6161473087818697,0.20254957507082152
2015,david-briggs,0.9660056657223796,0.43059490084985835,0.15722379603399433,0.7974504249291785,0.40439093484419264,0.5722379603399433,0.9702549575070821,0.08498583569405099,0.5021246458923513,0.11898016997167139,0.20254957507082152
2015,doug-doughty,0.6296033994334278,0.5339943342776204,0.1395184135977337,0.8087818696883853,0.4128895184135977,0.5389518413597734,0.45750708215297453,0.44192634560906513,0.3873937677053824,0.5155807365439093,0.23654390934844194
2015,doug-lesmerises,0.136685552407932,0.9830028328611898,0.0084985835694051,0.9886685552407932,0.012747875354107648,0.9886685552407932,0.48441926345609065,0.8668555240793201,0.13456090651558072,0.9079320113314447,0.20254957507082152
2015,duane-rankin,0.6423512747875354,0.6607648725212465,0.08073654390934844,0.8498583569405099,0.21600566572237961,0.6848441926345609,0.4886685552407932,0.5368271954674221,0.0906515580736544,0.5424929178470255,0.15509915014164305
2015,ed-daigneault,0.4164305949008499,0.8045325779036827,0.06657223796033994,0.8980169971671388,0.1508498583569405,0.8101983002832861,0.11331444759206799,0.6331444759206799,0.09631728045325778,0.603399433427762,0.23654390934844194
2015,ed-johnson,0.16643059490084985,0.9419263456090652,0.025495750708215296,0.9759206798866855,0.03824362606232295,0.9730878186968839,0.37960339943342775,0.7932011331444759,0.24504249291784702,0.7847025495750708,0.23654390934844194
2015,eric-avidon,0.3859773371104816,0.9178470254957507,0.049575070821529746,0.9461756373937678,0.08852691218130311,0.9050991501416431,0.5212464589235127,0.6501416430594901,0.17705382436260622,0.6175637393767706,0.20254957507082152
2015,eric-hansen,0.4228045325779037,0.9688385269121813,0.031161473087818695,0.9745042492917847,0.05099150141643059,0.9660056657223796,0.5021246458923513,0.7209631728045326,0.3406515580736544,0.7932011331444759,0.20254957507082152
2015,garland-gillen,0.09773371104815864,0.93342776203966,0.04320113314447592,0.9560906515580736,0.0764872521246459,0.9390934844192634,0.5906515580736544,0.43201133144475923,0.29107648725212465,0.45750708215297453,0.23654390934844194
2015,garry-smits,0.8718130311614731,0.9320113314447592,0.036827195467422094,0.9490084985835694,0.0679886685552408,0.9305949008498584,0.415014164305949,0.7308781869688386,0.22521246458923513,0.7662889518413598,0.17563739376770537
2015,gary-horowitz,0.6097733711048159,0.7762039660056658,0.09631728045325778,0.8951841359773371,0.18413597733711048,0.8555240793201133,0.8059490084985835,0.35410764872521244,0.311614730878187,0.3626062322946176,0.20254957507082152
2015,jay-binkley,0.9008498583569405,0.415014164305949,0.1501416430594901,0.8130311614730878,0.4426345609065156,0.5084985835694051,0.9617563739376771,0.21104815864022664,0.5509915014164306,0.3094900849858357,0.23654390934844194
2015,jeff-seidel,0.9915014164305949,0.8881019830028328,0.15509915014164305,0.863314447592068,0.4426345609065156,0.6543909348441926,0.9985835694050992,0.032577903682719546,0.7096317280453258,0.059490084985835696,0.23654390934844194
2015,jim-dunaway,0.6423512747875354,0.6756373937677054,0.11189801699716714,0.8796033994334278,0.23725212464589235,0.8116147308781869,0.9291784702549575,0.2507082152974504,0.49291784702549574,0.26203966005665724,0.17563739376770537
2015,jim-polzin,0.5148725212464589,0.5240793201133145,0.12606232294617564,0.8456090651558074,0.32790368271954673,0.6643059490084986,0.8279036827195467,0.2988668555240793,0.49008498583569404,0.2790368271954674,0.23654390934844194
2015,jimmy-burch,0.8250708215297451,0.12677053824362605,0.20538243626062322,0.7379603399433428,0.6218130311614731,0.3045325779036827,0.8746458923512748,0.09490084985835694,0.41076487252124644,0.09206798866855524,0.20254957507082152
2015,joel-klatt,0.9929178470254958,0.8980169971671388,0.10764872521246459,0.8824362606232294,0.24575070821529746,0.8328611898016998,0.7861189801699717,0.2535410764872521,0.2818696883852691,0.306657223796034,0.20254957507082152
2015,joey-knight,0.29249291784702547,0.9575070821529745,0.0339943342776204,0.9716713881019831,0.06515580736543909,0.9617563739376771,0.8937677053824362,0.48725212464589235,0.34773371104815864,0.5835694050991501,0.23654390934844194
2015,john-adams,0.9957507082152974,0.9985835694050992,0.007082152974504249,0.9943342776203966,0.014164305949008499,0.9943342776203966,0.5722379603399433,0.7988668555240793,0.23937677053824363,0.8470254957507082,0.20254957507082152
2015,john-clay,0.6423512747875354,0.5694050991501416,0.11898016997167139,0.8583569405099151,0.3045325779036827,0.6848441926345609,0.7025495750708215,0.4730878186968839,0.5184135977337111,0.48583569405099153,0.17563739376770537
2015,john-shinn,0.22308781869688385,0.7138810198300283,0.12039660056657224,0.9235127478753541,0.29036827195467424,0.8441926345609065,0.7974504249291785,0.11331444759206799,0.4178470254957507,0.16005665722379603,0.17563739376770537
2015,jon-wilner,0.9943342776203966,1.0,0.00141643059490085,1.0,0.00141643059490085,1.0,0.05807365439093484,0.9915014164305949,0.019830028328611898,0.9943342776203966,0.15934844192634562
2015,josh-kendall,0.018413597733711047,0.9929178470254958,0.0056657223796034,0.9971671388101983,0.00424929178470255,0.9971671388101983,0.06515580736543909,0.9773371104815864,0.11473087818696884,0.9730878186968839,0.17563739376770537
2015,keith-sargeant,0.8250708215297451,0.8923512747875354,0.05099150141643059,0.9135977337110481,0.11331444759206799,0.8413597733711048,0.3881019830028329,0.6657223796033994,0.06373937677053824,0.7082152974504249,0.15509915014164305
2015,ken-medlin,0.8951841359773371,0.0453257790368272,0.24079320113314448,0.7039660056657224,0.7535410764872521,0.22662889518413598,0.9886685552407932,0.06657223796033994,0.48725212464589235,0.06232294617563739,0.20254957507082152
2015,kirk-bohls,0.9872521246458924,0.9858356940509915,0.018413597733711047,0.9801699716713881,0.02762039660056657,0.9773371104815864,0.21671388101983002,0.7634560906515581,0.17988668555240794,0.8002832861189801,0.20254957507082152
2015,laura-keeley,0.9971671388101983,0.9886685552407932,0.06019830028328612,0.9546742209631728,0.09419263456090651,0.9490084985835694,0.7436260623229461,0.3371104815864023,0.40368271954674223,0.3526912181303116,0.20254957507082152
2015,marc-weiszer,0.8718130311614731,0.5389518413597734,0.16076487252124647,0.8371104815864022,0.42847025495750707,0.6515580736543909,0.9858356940509915,0.18838526912181303,0.8215297450424929,0.37606232294617564,0.23654390934844194
2015,matt-charboneau,0.9242209631728046,0.6558073654390935,0.12252124645892351,0.8555240793201133,0.3236543909348442,0.6997167138810199,0.9447592067988668,0.4475920679886686,0.6019830028328612,0.5509915014164306,0.20254957507082152
2015,matt-mccoy,0.556657223796034,0.3881019830028329,0.13031161473087818,0.8109065155807366,0.358356940509915,0.5609065155807366,0.7606232294617564,0.21529745042492918,0.16997167138810199,0.23796033994334279,0.17563739376770537
2015,michael-lev,0.40155807365439095,0.9518413597733711,0.03824362606232295,0.9631728045325779,0.05524079320113314,0.9603399433427762,0.47875354107648727,0.48441926345609065,0.254957507082153,0.47875354107648727,0.17563739376770537
2015,mike-sands,0.6296033994334278,0.18909348441926346,0.18838526912181303,0.7627478753541076,0.5538243626062322,0.42776203966005666,0.6253541076487252,0.2237960339943343,0.3406515580736544,0.19688385269121814,0.23654390934844194
2015,mike-sorensen,0.8951841359773371,0.5141643059490085,0.10764872521246459,0.8385269121813032,0.2698300283286119,0.6968838526912181,0.7195467422096318,0.10056657223796034,0.2577903682719547,0.13739376770538245,0.15509915014164305
2015,mitch-vingle,0.2514164305949009,0.9872521246458924,0.014164305949008499,0.9929178470254958,0.021246458923512748,0.990084985835694,0.8279036827195467,0.8158640226628895,0.6147308781869688,0.8923512747875354,0.23654390934844194
2015,nate-sandell,0.8505665722379604,0.18696883852691218,0.2273371104815864,0.7627478753541076,0.6862606232294618,0.4164305949008499,0.9575070821529745,0.06940509915014165,0.6713881019830028,0.11543909348441926,0.23654390934844194
2015,nathan-deen,0.8250708215297451,0.8909348441926346,0.05524079320113314,0.9036827195467422,0.13810198300283286,0.8356940509915014,0.17705382436260622,0.7804532577903682,0.05099150141643059,0.7889518413597734,0.1643059490084986
2015,pete-diprimio,0.56657223796034,0.5842776203966006,0.10056657223796034,0.9008498583569405,0.28257790368271957,0.7811614730878187,0.8385269121813032,0.1359773371104816,0.2535410764872521,0.20821529745042494,0.20254957507082152
2015,rob-long,0.16997167138810199,0.7953257790368272,0.056657223796033995,0.9263456090651558,0.12606232294617564,0.8526912181303116,0.42492917847025496,0.6090651558073654,0.10764872521246459,0.6246458923512748,0.1643059490084986
2015,robert-cessna,0.7655807365439093,0.6607648725212465,0.11402266288951841,0.8781869688385269,0.3130311614730878,0.7549575070821529,0.9645892351274787,0.3130311614730878,0.6614730878186968,0.4263456090651558,0.23654390934844194
2015,robert-gagliardi,0.7280453257790368,0.2790368271954674,0.17705382436260622,0.78328611898017,0.5460339943342776,0.43059490084985835,0.8208215297450425,0.1643059490084986,0.5269121813031161,0.26912181303116145,0.20254957507082152
2015,ross-dellenger,0.9596317280453258,0.9702549575070821,0.04815864022662889,0.9504249291784702,0.08073654390934844,0.9327195467422096,0.7209631728045326,0.4773371104815864,0.17492917847025496,0.4730878186968839,0.1643059490084986
2015,rustin-dodd,0.9171388101983002,0.38526912181303113,0.13385269121813032,0.7932011331444759,0.37535410764872523,0.5056657223796034,0.9270538243626062,0.19830028328611898,0.3243626062322946,0.1643059490084986,0.15509915014164305
2015,ryan-finley,0.3696883852691218,0.7691218130311614,0.07365439093484419,0.9164305949008499,0.22804532577903683,0.8073654390934845,0.5113314447592068,0.8314447592067988,0.4263456090651558,0.8342776203966006,0.14730878186968838
2015,sam-mckewon,0.9787535410764873,0.9943342776203966,0.00424929178470255,0.9915014164305949,0.007082152974504249,0.9929178470254958,0.056657223796033995,0.9929178470254958,0.049575070821529746,0.9929178470254958,0.15934844192634562
2015,sam-werner,0.9745042492917847,0.8774787535410765,0.06515580736543909,0.9362606232294618,0.11543909348441926,0.9065155807365439,0.9688385269121813,0.3937677053824363,0.4546742209631728,0.5694050991501416,0.17563739376770537
2015,scott-hamilton,0.8158640226628895,0.12464589235127478,0.1954674220963173,0.7549575070821529,0.6494334277620396,0.32294617563739375,0.8852691218130312,0.07932011331444759,0.4752124645892351,0.13456090651558072,0.20254957507082152
2015,scott-wolf,0.049575070821529746,0.9716713881019831,0.019830028328611898,0.9787535410764873,0.0226628895184136,0.9801699716713881,0.17988668555240794,0.8626062322946175,0.14093484419263455,0.8597733711048159,0.23654390934844194
2015,steve-batterson,0.9008498583569405,0.5191218130311614,0.13385269121813032,0.830028328611898,0.3980169971671388,0.5864022662889519,0.8852691218130312,0.34702549575070823,0.39943342776203966,0.4348441926345609,0.20254957507082152
2015,steve-layman,0.9617563739376771,0.9362606232294618,0.06940509915014165,0.9447592067988668,0.12960339943342777,0.9107648725212465,0.8781869688385269,0.08781869688385269,0.37322946175637395,0.09915014164305949,0.23654390934844194
2015,tim-griffin,0.9242209631728046,0.4065155807365439,0.17988668555240794,0.7804532577903682,0.48937677053824363,0.5,0.9036827195467422,0.14022662889518414,0.4440509915014164,0.14872521246458922,0.23654390934844194
2015,tom-dangelo,0.40155807365439095,0.6572237960339944,0.1048158640226629,0.8810198300283286,0.3130311614730878,0.703257790368272,0.5552407932011332,0.32577903682719545,0.24787535410764872,0.3937677053824363,0.20254957507082152
2015,tom-murphy,0.22025495750708216,0.8286118980169972,0.06019830028328612,0.9348441926345609,0.11756373937677053,0.8881019830028328,0.46742209631728043,0.6473087818696884,0.23087818696883852,0.6650141643059491,0.1643059490084986
2016,adam-jude,0.4440509915014164,0.5424929178470255,0.5587818696883853,0.47592067988668557,0.6147308781869688,0.53328611898017,0.43342776203966005,0.876770538243626,0.8151558073654391,0.8215297450424929,0.5276203966005666
2016,adam-zucker,0.21175637393767704,0.24787535410764872,0.6919263456090652,0.1536827195467422,0.8215297450424929,0.14943342776203966,0.1954674220963173,0.7124645892351275,0.5991501416430595,0.7223796033994334,0.6841359773371105
2016,andy-greder,0.8045325779036827,0.7790368271954674,0.48796033994334276,0.5594900849858357,0.6614730878186968,0.5686968838526912,0.3909348441926346,0.9858356940509915,0.9220963172804533,0.9858356940509915,0.6841359773371105
2016,bill-landis,0.16005665722379603,0.6912181303116147,0.3356940509915014,0.6430594900849859,0.3555240793201133,0.6805949008498584,0.18838526912181303,0.7322946175637394,0.7252124645892352,0.8158640226628895,0.5276203966005666
