voter,conference,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean,n
nathan-deen,big-12,0.8862249346120313,0.9655623365300785,0.9180470793374019,0.3997384481255449,0.4001743679163034,0.513077593722755,0.42502179598953793,0.4337401918047079,0.5749782040104621,0.8312990409764603,0.4638186573670445,0.724716652136007
nathan-deen,big-ten,0.35396687009590233,0.0911072362685266,0.7580645161290323,0.2506538796861377,0.15431560592850915,0.31255448997384483,0.25152571926765477,0.14559721011333915,0.3304272013949433,0.516564952048823,0.18177855274629467,0.6806887532693985
nathan-deen,pac-12,0.3840453356582389,0.34829991281604183,0.25937227550130776,0.4197907585004359,0.44856146469049696,0.34873583260680036,0.42632955536181344,0.4455100261551874,0.35047951176983433,0.34612031386224934,0.4337401918047079,0.7423714036617263
nathan-deen,american,0.06625980819529206,0.05928509154315606,0.05318221447253706,0.5170008718395815,0.4812554489973845,0.471229293809939,0.48561464690496947,0.43461203138622495,0.44507410636442896,0.03923278116826504,0.3997384481255449,0.5387968613775065
nathan-deen,mwc,0.3142981691368788,0.37619877942458585,0.25544899738448124,0.8478639930252834,0.6765475152571927,0.7872711421098518,0.8565823888404533,0.6878814298169137,0.7768090671316478,0.12728857890148212,0.7615518744551003,0.19943330427201394
nathan-deen,cusa,0.011333914559721011,0.6098517872711421,0.0074106364428945075,0.5213600697471665,0.8799040976460332,0.40540540540540543,0.5292066259808196,0.9017000871839581,0.4093286835222319,0.20793374019180472,0.8247602441150829,0.07061900610287707
robert-gagliardi,mac,0.7306015693112468,0.8788142981691369,0.4045335658238884,0.05361813426329556,0.03443766346992153,0.06320836965998257,0.07890148212728858,0.046643417611159546,0.09415867480383609,0.6351351351351351,0.08195292066259809,0.5387968613775065
robert-gagliardi,acc,0.3971229293809939,0.28247602441150826,0.37881429816913686,0.25937227550130776,0.2863993025283348,0.18352223190932868,0.2598081952920663,0.2781168265039233,0.1952920662598082,0.39145597210113336,0.24237140366172624,0.8666085440278989
robert-gagliardi,sec,0.5479511769834351,0.4882301656495205,0.7266782911944202,0.1826503923278117,0.17872711421098517,0.17349607672188316,0.1839581517000872,0.17872711421098517,0.16826503923278116,0.5815170008718396,0.2750653879686138,0.9112903225806451
robert-gagliardi,big-12,0.6094158674803836,0.5030514385353095,0.6804707933740192,0.3988666085440279,0.35658238884045335,0.34263295553618134,0.4176111595466434,0.36573670444638184,0.3757628596338274,0.5884917175239756,0.3038360941586748,0.8759808195292066
robert-gagliardi,big-ten,0.7053182214472538,0.8073234524847428,0.516564952048823,0.44245858761987794,0.46817785527462946,0.36224934612031384,0.4594594594594595,0.493025283347864,0.36050566695727987,0.6006974716652136,0.27680906713164777,0.8605056669572798
robert-gagliardi,pac-12,0.5867480383609416,0.7214472537053183,0.3003487358326068,0.555797733217088,0.546207497820401,0.4673060156931125,0.565387968613775,0.5549258936355711,0.47166521360069746,0.46904969485614645,0.38796861377506536,0.8833914559721011
robert-gagliardi,american,0.478204010462075,0.5680034873583261,0.3112467306015693,0.7528334786399302,0.7763731473408892,0.6608544027898866,0.7528334786399302,0.7711421098517872,0.6617262423714037,0.4873583260680035,0.6939843068875327,0.736922406277245
robert-gagliardi,mwc,0.3260680034873583,0.4873583260680035,0.24847428073234526,0.8090671316477768,0.7903225806451613,0.7628596338273758,0.8103748910200523,0.7894507410636443,0.7606800348735833,0.2702702702702703,0.8068875326939843,0.6096338273757629
robert-gagliardi,cusa,0.24716652136006975,0.6098517872711421,0.1891891891891892,0.951176983435048,0.8799040976460332,0.958151700087184,0.9533565823888405,0.9017000871839581,0.952920662598082,0.42545771578029645,0.9367916303400174,0.16891891891891891
rustin-dodd,mac,0.22842197035745423,0.6543156059285091,0.05928509154315606,0.004795117698343505,0.0026155187445510027,0.0052310374891020054,0.00959023539668701,0.0052310374891020054,0.009154315605928508,0.49128160418482997,0.16477768090671316,0.22253705318221448
rustin-dodd,acc,0.8618134263295554,0.56974716652136,0.951176983435048,0.2728857890148213,0.5357454228421971,0.11072362685265912,0.29293809938971227,0.5427201394943331,0.14428945074106364,0.8225806451612904,0.33391455972101136,0.3618134263295554
rustin-dodd,sec,0.9106364428945074,0.9224062772449869,0.8452484742807324,0.6299040976460332,0.6268526591107236,0.5013077593722755,0.6408020924149956,0.6364428945074107,0.4882301656495205,0.8722755013077593,0.6665213600697472,0.5693112467306015
rustin-dodd,big-12,0.05841325196163906,0.07497820401046207,0.06015693112467306,0.0985178727114211,0.08238884045335658,0.11159546643417612,0.11203138622493461,0.10636442894507411,0.12510897994768963,0.03530950305143853,0.007846556233653008,0.45510026155187444
rustin-dodd,big-ten,0.6896251089799477,0.6687009590235397,0.7284219703574543,0.4163034001743679,0.3456843940714908,0.4045335658238884,0.4067131647776809,0.33914559721011334,0.3840453356582389,0.5675675675675675,0.26285963382737576,0.41390584132519614
rustin-dodd,pac-12,0.7393199651264167,0.6835222319093287,0.6412380122057542,0.6028770706190061,0.4224062772449869,0.6447253705318221,0.6163905841325196,0.44420226678291197,0.6355710549258936,0.8770706190061028,0.6878814298169137,0.5387968613775065
rustin-dodd,american,0.6102877070619006,0.5387968613775065,0.5135135135135135,0.7842197035745423,0.8081952920662598,0.6756756756756757,0.8060156931124673,0.7968613775065388,0.7048823016564952,0.5832606800348736,0.7149084568439407,0.33783783783783783
rustin-dodd,mwc,0.4145597210113339,0.3875326939843069,0.5902353966870096,0.8578901482127289,0.7768090671316478,0.8785963382737576,0.8439407149084568,0.7567567567567568,0.8868788142981692,0.45292066259808195,0.8687881429816914,0.06146469049694856
ryan-finley,mac,0.2772449869224063,0.475588491717524,0.14516129032258066,0.004359197907585004,0.0017436791630340018,0.0074106364428945075,0.010462074978204011,0.003051438535309503,0.017436791630340016,0.6748038360941587,0.2619877942458588,0.22253705318221448
ryan-finley,acc,0.7022667829119442,0.010897994768962511,0.984306887532694,0.22580645161290322,0.10985178727114212,0.22755013077593722,0.23801220575414123,0.0959023539668701,0.2646033129904098,0.501743679163034,0.31386224934612034,0.37532693984306886
ryan-finley,sec,0.8186573670444638,0.9585876198779425,0.33696599825632084,0.532258064516129,0.7122929380993898,0.2833478639930253,0.5326939843068875,0.7279860505666957,0.27680906713164777,0.26373147340889275,0.38099389712292936,0.5595030514385353
ryan-finley,big-12,0.3770706190061029,0.9503051438535309,0.03923278116826504,0.1822144725370532,0.2022667829119442,0.0976460331299041,0.2074978204010462,0.23844812554489975,0.10636442894507411,0.36399302528334787,0.10941586748038361,0.4245858761987794
ryan-finley,big-ten,0.46948561464690497,0.2244986922406277,0.7192676547515258,0.32432432432432434,0.1931124673060157,0.41935483870967744,0.32650392327811684,0.1970357454228422,0.3949433304272014,0.8705318221447254,0.551438535309503,0.41390584132519614
ryan-finley,pac-12,0.7057541412380122,0.9097646033129904,0.6573670444638187,0.6874455100261552,0.6852659110723627,0.6342632955536182,0.6974716652136007,0.7301656495204882,0.6220575414123801,0.4638186573670445,0.6006974716652136,0.5387968613775065
ryan-finley,american,0.9341761115954664,0.36965998256320837,0.95640802092415,0.916303400174368,0.7384481255448997,0.9298169136878814,0.9394071490845685,0.7218831734960767,0.9476896251089799,0.9407149084568439,0.8997384481255449,0.33783783783783783
ryan-finley,mwc,0.08108108108108109,0.15475152571926765,0.044463818657367045,0.7445510026155188,0.6416739319965127,0.6961639058413251,0.7458587619877942,0.6355710549258936,0.7013949433304272,0.1076721883173496,0.7641673931996512,0.08500435919790758
ryan-finley,cusa,0.3668265039232781,0.6098517872711421,0.28530950305143854,0.970357454228422,0.8799040976460332,0.9768962510897995,0.9801656495204882,0.9017000871839581,0.9812554489973845,0.5425021795989537,0.9428945074106364,0.07061900610287707
sam-mckewon,mac,0.8225806451612904,0.9577157802964255,0.17959895379250218,0.017000871839581516,0.017436791630340016,0.011769834350479512,0.018308631211857017,0.015693112467306015,0.01002615518744551,0.8840453356582388,0.08761987794245858,0.6789450741063644
sam-mckewon,sec,0.6455972101133391,0.46207497820401044,0.7406277244986922,0.14385353095030515,0.12292938099389712,0.13251961639058413,0.13862249346120314,0.11857018308631212,0.12380122057541412,0.5562336530078466,0.25108979947689625,0.987794245858762
sam-mckewon,pac-12,0.07323452484742807,0.11639058413251961,0.05100261551874455,0.3260680034873583,0.35353095030514387,0.2632955536181343,0.32301656495204883,0.35135135135135137,0.2563208369659983,0.02789886660854403,0.05274629468177855,0.9590235396687009
sam-mckewon,acc,0.9272013949433304,0.8648648648648649,0.9476896251089799,0.44027898866608545,0.36094158674803833,0.4306887532693984,0.451176983435048,0.35789014821272885,0.44463818657367044,0.7946817785527462,0.5771578029642546,0.9546643417611159
sam-mckewon,big-ten,0.12510897994768963,0.14559721011333915,0.11464690496948561,0.2863993025283348,0.2942458587619878,0.24542284219703575,0.28116826503923276,0.2903225806451613,0.24019180470793375,0.07454228421970358,0.06233653007846556,0.959895379250218
sam-mckewon,big-12,0.8343504795117699,0.8644289450741064,0.8060156931124673,0.5466434176111595,0.48256320836966,0.5056669572798606,0.5666957279860506,0.49476896251089797,0.5287707061900611,0.7863993025283348,0.4899738448125545,0.963382737576286
sam-mckewon,american,0.9180470793374019,0.8984306887532694,0.8731473408892764,0.8474280732345248,0.925893635571055,0.7057541412380122,0.8705318221447254,0.9489973844812555,0.7109851787271142,0.9010462074978204,0.8330427201394943,0.8910200523103748
sam-mckewon,mwc,0.6512641673931997,0.42981691368788144,0.8003487358326068,0.8709677419354839,0.7336530078465562,0.934612031386225,0.8727114210985178,0.7358326068003488,0.9420226678291195,0.486050566695728,0.8234524847428073,0.7118570183086312
scott-hamilton,mac,0.43112467306015695,0.5335658238884046,0.31255448997384483,0.03225806451612903,0.02048823016564952,0.04969485614646905,0.044463818657367045,0.03007846556233653,0.07236268526591107,0.2759372275501308,0.023103748910200523,0.5207061900610288
scott-hamilton,acc,0.3077593722755013,0.2122929380993897,0.45510026155187444,0.25370531822144726,0.27550130775937226,0.18831734960767219,0.25196163905841323,0.26939843068875324,0.1974716652136007,0.3687881429816914,0.22667829119442023,0.8618134263295554
scott-hamilton,sec,0.6634699215344376,0.6791630340017437,0.7227550130775937,0.2048823016564952,0.19572798605056668,0.1826503923278117,0.2070619006102877,0.1948561464690497,0.17480383609415867,0.6320836965998257,0.3304272013949433,0.9128160418482999
scott-hamilton,big-12,0.5344376634699215,0.44115082824760243,0.44725370531822145,0.3792502179598954,0.34088927637314737,0.31865736704446385,0.3975588491717524,0.35353095030514387,0.35091543156059285,0.47166521360069746,0.2022667829119442,0.8714036617262424
scott-hamilton,big-ten,0.7877070619006102,0.8626852659110723,0.6857018308631212,0.4978204010462075,0.502615518744551,0.3979947689625109,0.515693112467306,0.5313862249346121,0.3962510897994769,0.7750653879686138,0.4097646033129904,0.8576721883173496
scott-hamilton,pac-12,0.8007846556233653,0.7449869224062773,0.7672188317349607,0.6569311246730601,0.5675675675675675,0.6229293809938972,0.6752397558849171,0.5819529206625981,0.6325196163905842,0.8478639930252834,0.5924149956408021,0.8892763731473409
scott-hamilton,american,0.3012205754141238,0.4280732345248474,0.21142109851787272,0.6469049694856146,0.7101133391455972,0.5619006102877071,0.6307759372275501,0.6974716652136007,0.54359197907585,0.17959895379250218,0.4838709677419355,0.736922406277245
scott-hamilton,cusa,0.09023539668700958,0.6098517872711421,0.07018308631211857,0.9014821272885789,0.8799040976460332,0.8086312118570184,0.911944202266783,0.9017000871839581,0.8164777680906713,0.21970357454228423,0.9071490845684395,0.1305579773321709
scott-hamilton,mwc,0.5287707061900611,0.7074978204010463,0.32563208369659985,0.8190932868352223,0.8221447253705318,0.7567567567567568,0.8121185701830863,0.8142981691368788,0.7519616390584133,0.33609415867480386,0.7811682650392328,0.5730165649520488
scott-hamilton,sun-belt,0.07018308631211857,0.20967741935483872,0.047079337401918046,0.8042720139494333,0.7916303400174368,0.7140366172624237,0.7654751525719268,0.7951176983435048,0.6608544027898866,0.19398430688753268,0.8421970357454228,0.1558413251961639
steve-layman,mac,0.987794245858762,0.9908456843940715,0.976460331299041,0.05841325196163906,0.015257192676547515,0.22057541412380122,0.08979947689625109,0.024847428073234524,0.25326939843068874,0.8251961639058413,0.13862249346120314,0.31037489102005233
steve-layman,pac-12,0.3003487358326068,0.11944202266782912,0.7994768962510898,0.4093286835222319,0.2898866608544028,0.7262423714036618,0.4197907585004359,0.2986050566695728,0.7340889276373147,0.6573670444638187,0.553182214472537,0.745640802092415
steve-layman,sec,0.4010462074978204,0.7044463818657367,0.15039232781168266,0.20270270270270271,0.22406277244986922,0.13687881429816914,0.1974716652136007,0.2175239755884917,0.12772449869224062,0.43897122929380994,0.24411508282476024,0.7942458587619878
steve-layman,acc,0.3269398430688753,0.2916303400174368,0.24891020052310375,0.23757628596338273,0.3801220575414124,0.1015693112467306,0.23757628596338273,0.37401918047079336,0.11726242371403661,0.5632083696599826,0.44856146469049696,0.6708805579773321
steve-layman,big-12,0.8596338273757629,0.8387096774193549,0.8862249346120313,0.4899738448125545,0.3548387096774194,0.5344376634699215,0.521795989537925,0.3709677419354839,0.5754141238012206,0.8504795117698344,0.45902353966870096,0.727332170880558
steve-layman,big-ten,0.35919790758500436,0.4917175239755885,0.16652136006974716,0.4638186573670445,0.486050566695728,0.3047079337401918,0.44681778552746293,0.4699215344376635,0.2890148212728858,0.12380122057541412,0.1033129904097646,0.6918047079337402
steve-layman,american,0.45553618134263296,0.5483870967741935,0.24324324324324326,0.7192676547515258,0.7741935483870968,0.52615518744551,0.7297297297297297,0.7580645161290323,0.5239755884917175,0.46425457715780294,0.6216216216216216,0.5289886660854403
steve-layman,mwc,0.9546643417611159,0.4219703574542284,0.9620749782040104,0.9293809938971229,0.7371403661726242,0.9594594594594594,0.9520488230165649,0.7262423714036618,0.970357454228422,0.8973408892763731,0.902353966870096,0.30056669572798606
steve-layman,cusa,0.17785527462946818,0.22755013077593722,0.0945945945945946,0.918918918918919,0.9359197907585004,0.8147340889276373,0.9298169136878814,0.9542284219703574,0.8238884045335658,0.14690496948561466,0.9193548387096774,0.07061900610287707
tom-dangelo,mac,0.8570183086312119,0.8700959023539668,0.7105492589363557,0.05536181342632956,0.06713164777680906,0.03356582388840453,0.06495204882301657,0.08108108108108109,0.03312990409764603,0.8709677419354839,0.2053182214472537,0.6216216216216216
tom-dangelo,pac-12,0.3204010462074978,0.26024411508282475,0.3679163034001744,0.44768962510897997,0.4058413251961639,0.44071490845684397,0.45292066259808195,0.4176111595466434,0.4398430688753269,0.4267654751525719,0.2898866608544028,0.9376634699215345
tom-dangelo,acc,0.3108108108108108,0.12598081952920662,0.7096774193548387,0.28378378378378377,0.2101133391455972,0.3295553618134263,0.2829119442022668,0.2009590235396687,0.3387096774193548,0.3352223190932868,0.3121185701830863,0.9285091543156059
tom-dangelo,sec,0.9407149084568439,0.9337401918047079,0.8870967741935484,0.20967741935483872,0.20967741935483872,0.14254577157802964,0.21665213600697472,0.2105492589363557,0.14690496948561466,0.9559721011333915,0.5126416739319966,0.9559721011333915
tom-dangelo,big-12,0.2728857890148213,0.18657367044463818,0.35658238884045335,0.3687881429816914,0.3016564952048823,0.3870967741935484,0.37663469921534437,0.3081952920662598,0.3853530950305144,0.23321708805579774,0.1918047079337402,0.9420226678291195
tom-dangelo,big-ten,0.38927637314734087,0.48212728857890147,0.2772449869224063,0.38099389712292936,0.4202266782911944,0.2890148212728858,0.3862249346120314,0.4267654751525719,0.2885789014821273,0.2951176983435048,0.20619006102877072,0.9309067131647777
tom-dangelo,american,0.32563208369659985,0.3304272013949433,0.2763731473408893,0.6368788142981692,0.6909328683522232,0.5100261551874455,0.6316477768090671,0.7005231037489102,0.492153443766347,0.2035745422842197,0.5135135135135135,0.8482999128160419
tom-dangelo,mwc,0.2157802964254577,0.3962510897994769,0.14908456843940715,0.7768090671316478,0.7236268526591108,0.7031386224934612,0.7646033129904097,0.7292938099389712,0.6774193548387096,0.2262423714036617,0.7367044463818657,0.6187881429816914
tom-dangelo,cusa,0.8857890148212729,0.46687009590235395,0.9193548387096774,0.9110723626852659,0.8312990409764603,0.8121185701830863,0.9446381865736705,0.8343504795117699,0.9472537053182214,0.8910200523103748,0.8748910200523103,0.3618134263295554
adam-jude,mvfc,0.045771578029642546,0.046643417611159546,0.5902353966870096,0.8430688753269399,0.7593722755013078,0.8785963382737576,0.7925021795989537,0.6939843068875327,0.8868788142981692,0.03530950305143853,0.8273757628596339,0.011769834350479512
adam-zucker,sun-belt,0.6795989537925021,0.1992153443766347,0.8971229293809939,0.9001743679163035,0.7554489973844812,0.9507410636442895,0.909328683522232,0.7380122057541413,0.95640802092415,0.8496076721883173,0.8958151700087184,0.6370967741935484
adam-zucker,mvfc,0.3668265039232781,0.3358761987794246,0.5902353966870096,0.9849607672188317,0.9914995640802092,0.8785963382737576,0.9779860505666957,0.9867044463818657,0.8868788142981692,0.3051438535309503,0.9880122057541413,0.011769834350479512
andy-greder,sec,0.5174367916303401,0.4093286835222319,0.6861377506538797,0.1050566695727986,0.11159546643417612,0.09067131647776809,0.1028770706190061,0.11246730601569312,0.08805579773321709,0.36268526591107236,0.13034001743679163,0.9707933740191804
andy-greder,acc,0.8352223190932868,0.8727114210985178,0.7136006974716652,0.4067131647776809,0.36224934612031384,0.34045335658238884,0.40540540540540543,0.36486486486486486,0.34045335658238884,0.7048823016564952,0.507846556233653,0.9457279860505667
andy-greder,mac,0.07585004359197908,0.08849171752397558,0.044899738448125545,0.03312990409764603,0.05710549258936356,0.013949433304272014,0.02964254577157803,0.04795117698343505,0.013513513513513514,0.24128160418483,0.021795989537925022,0.6588927637314734
andy-greder,big-ten,0.490409764603313,0.488666085440279,0.4132519616390584,0.42153443766346993,0.43679163034001744,0.3644289450741064,0.4306887532693984,0.44725370531822145,0.3653007846556234,0.49825632083696597,0.27768090671316475,0.9483435047951178
andy-greder,big-12,0.5610287707061901,0.6617262423714037,0.474716652136007,0.486922406277245,0.4838709677419355,0.4049694856146469,0.4986922406277245,0.48779424585876197,0.4132519616390584,0.34045335658238884,0.2820401046207498,0.9551002615518744
andy-greder,pac-12,0.6246730601569311,0.6952920662598082,0.5239755884917175,0.5954664341761116,0.5736704446381866,0.551438535309503,0.6107236268526591,0.5959023539668701,0.5619006102877071,0.6050566695727986,0.45510026155187444,0.9411508282476024
andy-greder,american,0.7537053182214473,0.7794245858761988,0.43591979075850046,0.7175239755884917,0.7419354838709677,0.5479511769834351,0.7231909328683522,0.7571926765475152,0.5313862249346121,0.3927637314734089,0.5871839581517001,0.8729293809938972
andy-greder,mwc,0.5876198779424586,0.7859633827375763,0.3596338273757629,0.8435047951176984,0.8308631211857018,0.7598081952920662,0.8404533565823888,0.8339145597210114,0.7537053182214473,0.5119877942458587,0.7916303400174368,0.7225370531822145
andy-greder,mvfc,0.3668265039232781,0.3358761987794246,0.5902353966870096,0.9723190932868352,0.9814734088927637,0.8785963382737576,0.9343940714908456,0.9017000871839581,0.8868788142981692,0.5425021795989537,0.9452920662598082,0.011769834350479512
bill-landis,sec,0.4115082824760244,0.2816041848299913,0.7018308631211857,0.1054925893635571,0.1059285091543156,0.2820401046207498,0.1050566695727986,0.10723626852659111,0.28247602441150826,0.497384481255449,0.46033129904097647,0.8605056669572798
bill-landis,mac,0.29642545771578027,0.0950305143853531,0.9132519616390584,0.04969485614646905,0.04010462074978204,0.26416739319965127,0.04925893635571055,0.037053182214472534,0.2759372275501308,0.6181342632955537,0.08674803836094158,0.3862249346120314
bill-landis,acc,0.3308631211857018,0.3666085440278989,0.3975588491717524,0.2890148212728858,0.28945074106364427,0.3116826503923278,0.2833478639930253,0.2746294681778553,0.3247602441150828,0.4062772449869224,0.4115082824760244,0.8269398430688754
bill-landis,american,0.3792502179598954,0.25457715780296425,0.3849171752397559,0.6687009590235397,0.5379250217959896,0.7759372275501307,0.6547515257192676,0.5178727114210985,0.7698343504795118,0.513949433304272,0.7122929380993898,0.5693112467306015
bill-landis,big-ten,0.6687009590235397,0.7284219703574543,0.6503923278116827,0.37314734088927637,0.38099389712292936,0.44638186573670446,0.39145597210113336,0.4045335658238884,0.4559721011333915,0.5749782040104621,0.33740191804707936,0.7842197035745423
bill-landis,pac-12,0.42763731473408895,0.7471665213600698,0.3435047951176983,0.5544899738448126,0.6006974716652136,0.5405405405405406,0.5597210113339146,0.6085440278988666,0.5544899738448126,0.46033129904097647,0.4986922406277245,0.8232345248474281
bill-landis,big-12,0.7903225806451613,0.7175239755884917,0.7048823016564952,0.5448997384481256,0.493897122929381,0.485178727114211,0.550566695727986,0.48256320836966,0.5274629468177855,0.7798605056669573,0.5954664341761116,0.8036181342632955
bill-landis,mwc,0.4224062772449869,0.6547515257192676,0.2632955536181343,0.8121185701830863,0.7253705318221447,0.7855274629468177,0.8029642545771578,0.7192676547515258,0.7824760244115083,0.3931996512641674,0.7999128160418483,0.4245858761987794
bill-landis,sun-belt,0.17306015693112467,0.6098517872711421,0.13513513513513514,0.9337401918047079,0.8799040976460332,0.9437663469921534,0.9051874455100262,0.9017000871839581,0.8066695727986051,0.3051438535309503,0.9293809938971229,0.04119442022667829
bob-asmussen,mvfc,0.06299040976460331,0.06277244986922406,0.5902353966870096,0.8940714908456844,0.8129904097646034,0.8785963382737576,0.8400174367916303,0.7550130775937227,0.8868788142981692,0.05231037489102005,0.8818657367044463,0.011769834350479512
brent-axe,mvfc,0.11813426329555361,0.10897994768962511,0.5902353966870096,0.9472537053182214,0.958151700087184,0.8785963382737576,0.9224062772449869,0.8491717523975588,0.8868788142981692,0.09568439407149085,0.960767218831735,0.011769834350479512
brent-axe,sun-belt,0.47863993025283347,0.6098517872711421,0.3875326939843069,0.9673060156931125,0.8799040976460332,0.9742807323452485,0.959895379250218,0.9017000871839581,0.9620749782040104,0.5819529206625981,0.9402789886660854,0.1068003487358326
brett-mcmurphy,mvfc,0.06299040976460331,0.06277244986922406,0.5902353966870096,0.8753269398430689,0.7920662598081953,0.8785963382737576,0.8012205754141238,0.7066259808195292,0.8868788142981692,0.1728421970357454,0.8879686137750654,0.011769834350479512
brett-mcmurphy,sun-belt,0.26416739319965127,0.21272885789014823,0.3456843940714908,0.7903225806451613,0.7401918047079338,0.7362685265911072,0.7964254577157803,0.7345248474280732,0.7428073234524848,0.16216216216216217,0.6447253705318221,0.6806887532693985
chris-murray,mvfc,0.3668265039232781,0.3358761987794246,0.5902353966870096,0.9849607672188317,0.9914995640802092,0.8785963382737576,0.9779860505666957,0.9867044463818657,0.8868788142981692,0.3051438535309503,0.9880122057541413,0.011769834350479512
chuck-carlton,sec,0.7807323452484742,0.7829119442022667,0.7624237140366172,0.13600697471665213,0.15039232781168266,0.1006974716652136,0.14036617262423715,0.14690496948561466,0.0976460331299041,0.7938099389712293,0.28116826503923276,0.9712292938099389
chuck-carlton,acc,0.6277244986922407,0.7083696599825632,0.4925893635571055,0.32650392327811684,0.28465562336530076,0.3055797733217088,0.3247602441150828,0.2772449869224063,0.3060156931124673,0.6503923278116827,0.42153443766346993,0.9472537053182214
chuck-carlton,mac,0.4629468177855275,0.2833478639930253,0.4363557105492589,0.08282476024411509,0.0945945945945946,0.043591979075850044,0.07018308631211857,0.07236268526591107,0.042284219703574544,0.7506538796861377,0.08151700087183958,0.661944202266783
chuck-carlton,big-ten,0.7593722755013078,0.8090671316477768,0.7188317349607672,0.515693112467306,0.493025283347864,0.4455100261551874,0.540104620749782,0.5135135135135135,0.4524847428073234,0.7850915431560593,0.42066259808195294,0.9448561464690497
chuck-carlton,pac-12,0.4032258064516129,0.36704446381865735,0.3770706190061029,0.5706190061028771,0.5396687009590235,0.4986922406277245,0.574106364428945,0.5457715780296426,0.5065387968613775,0.35789014821272885,0.35091543156059285,0.9492153443766347
chuck-carlton,big-12,0.2136006974716652,0.17044463818657368,0.21316477768090672,0.37183958151700086,0.36006974716652135,0.33260680034873585,0.3744551002615519,0.35396687009590233,0.33740191804707936,0.14821272885789014,0.15213600697471666,0.9568439407149084
chuck-carlton,american,0.6625980819529207,0.6700087183958152,0.6887532693984307,0.6743679163034002,0.6861377506538797,0.6211857018308631,0.6769834350479512,0.6996512641673932,0.6133391455972101,0.7240627724498693,0.6647776809067132,0.8766346992153444
chuck-carlton,mwc,0.5353095030514385,0.5326939843068875,0.48256320836966,0.8326068003487358,0.7654751525719268,0.7929380993897123,0.8256320836965998,0.7632955536181343,0.7868352223190933,0.6416739319965127,0.8395815170008718,0.709895379250218
chuck-carlton,cusa,0.12205754141238012,0.3095030514385353,0.12510897994768963,0.6530078465562337,0.7772449869224063,0.520052310374891,0.6817785527462947,0.7789886660854403,0.5762859633827376,0.24978204010462074,0.5579773321708805,0.28879686137750654
chuck-carlton,sun-belt,0.3744551002615519,0.24455100261551874,0.34786399302528337,0.7737576285963382,0.7449869224062773,0.6791630340017437,0.7833478639930253,0.7227550130775937,0.6887532693984307,0.27332170880557977,0.6120313862249346,0.5863121185701831
dana-sulonen,sec,0.6024411508282476,0.32781168265039234,0.5340017436791631,0.1839581517000872,0.15649520488230165,0.18308631211857018,0.19398430688753268,0.16346992153443765,0.17698343504795117,0.29642545771578027,0.24106364428945073,0.5804272013949433
dana-sulonen,acc,0.5658238884045336,0.7646033129904097,0.4952048823016565,0.3064516129032258,0.3099389712292938,0.23190932868352224,0.2968613775065388,0.3003487358326068,0.22188317349607672,0.479075850043592,0.17393199651264168,0.49978204010462074
dana-sulonen,mac,0.7981691368788143,0.6979075850043592,0.8509154315605929,0.17000871839581516,0.16739319965126417,0.13339145597210114,0.1913687881429817,0.17306015693112467,0.15475152571926765,0.8413251961639059,0.1878814298169137,0.2434612031386225
dana-sulonen,big-ten,0.9067131647776809,0.9594594594594594,0.7301656495204882,0.3971229293809939,0.48299912816041846,0.2750653879686138,0.4350479511769834,0.527027027027027,0.3099389712292938,0.9285091543156059,0.43809938971229295,0.43461203138622495
dana-sulonen,big-12,0.44856146469049696,0.1809067131647777,0.26416739319965127,0.4742807323452485,0.4315605928509154,0.32519616390584133,0.4925893635571055,0.4149956408020924,0.3526591107236269,0.1896251089799477,0.2136006974716652,0.485178727114211
dana-sulonen,pac-12,0.6421098517872711,0.1861377506538797,0.7358326068003488,0.6194420226678291,0.49128160418482997,0.46774193548387094,0.6360069747166521,0.46817785527462946,0.4969485614646905,0.5963382737576286,0.5867480383609416,0.5455536181342633
dana-sulonen,american,0.7510897994768962,0.6926765475152572,0.8744551002615518,0.7811682650392328,0.6316477768090671,0.9620749782040104,0.7885789014821273,0.6386224934612031,0.9659982563208369,0.7641673931996512,0.8051438535309503,0.28443766346992155
dana-sulonen,mwc,0.8548387096774194,0.946817785527463,0.4418047079337402,0.9280732345248475,0.9184829991281604,0.9433304272013949,0.9285091543156059,0.9446381865736705,0.8304272013949433,0.782258064516129,0.8914559721011334,0.23387096774193547
dana-sulonen,sun-belt,0.3668265039232781,0.6098517872711421,0.28530950305143854,0.9690496948561464,0.8799040976460332,0.9755884917175239,0.9343940714908456,0.9017000871839581,0.8868788142981692,0.5425021795989537,0.9428945074106364,0.04119442022667829
dave-southorn,acc,0.43591979075850046,0.37401918047079336,0.6835222319093287,0.2842197035745423,0.26852659110723626,0.26242371403661724,0.2794245858761988,0.26373147340889275,0.25588491717523976,0.5959023539668701,0.37663469921534437,0.8284655623365301
dave-southorn,sec,0.7240627724498693,0.7702702702702703,0.7022667829119442,0.19049694856146468,0.1952920662598082,0.14472537053182213,0.18875326939843068,0.19049694856146468,0.14080209241499564,0.6469049694856146,0.2999128160418483,0.8703138622493461
dave-southorn,mac,0.3949433304272014,0.25719267654751526,0.44115082824760243,0.08631211857018309,0.06102877070619006,0.08805579773321709,0.08238884045335658,0.05579773321708806,0.0967741935483871,0.31865736704446385,0.016564952048823016,0.3862249346120314
