year,week,teams
2016,11,"('usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'akron-zips', 'northwestern-wildcats', 'south-carolina-gamecocks', 'florida-state-seminoles', 'xavier-musketeers', 'virginia-cavaliers', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'unc-wilmington-seahawks', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2016,12,"('usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'akron-zips', 'virginia-tech-hokies', 'northwestern-wildcats', 'south-carolina-gamecocks', 'florida-state-seminoles', 'xavier-musketeers', 'virginia-cavaliers', nan, 'wisconsin-badgers', 'dayton-flyers', 'duke-blue-devils', 'illinois-state-redbirds', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'unc-wilmington-seahawks', 'utah-utes', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2016,13,"('vcu-rams', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'akron-zips', 'virginia-tech-hokies', 'northwestern-wildcats', 'south-carolina-gamecocks', 'florida-state-seminoles', 'xavier-musketeers', 'virginia-cavaliers', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'new-mexico-state-aggies', 'duke-blue-devils', 'illinois-state-redbirds', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'utah-utes', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2016,14,"('vcu-rams', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'northwestern-wildcats', 'south-carolina-gamecocks', 'florida-state-seminoles', 'xavier-musketeers', 'virginia-cavaliers', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'new-mexico-state-aggies', 'duke-blue-devils', 'vermont-catamounts', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'monmouth-hawks', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'california-golden-bears', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2016,15,"('vcu-rams', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'northwestern-wildcats', 'south-carolina-gamecocks', 'florida-state-seminoles', 'xavier-musketeers', 'virginia-cavaliers', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'vermont-catamounts', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'monmouth-hawks', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'maryland-terrapins', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2016,16,"('vcu-rams', 'usc-trojans', 'kansas-jayhawks', 'miami-fl-hurricanes', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'northwestern-wildcats', 'south-carolina-gamecocks', 'michigan-wolverines', 'florida-state-seminoles', 'virginia-cavaliers', 'minnesota-golden-gophers', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'vermont-catamounts', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'monmouth-hawks', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'maryland-terrapins', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2016,17,"('michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'vcu-rams', 'creighton-bluejays', 'byu-cougars', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'michigan-wolverines', 'florida-state-seminoles', 'virginia-cavaliers', 'minnesota-golden-gophers', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'vermont-catamounts', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'monmouth-hawks', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'princeton-tigers', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'maryland-terrapins', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2016,18,"(nan,)"
2016,19,"('vcu-rams', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'northwestern-wildcats', 'michigan-wolverines', 'florida-state-seminoles', 'virginia-cavaliers', 'minnesota-golden-gophers', 'seton-hall-pirates', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'duke-blue-devils', 'vermont-catamounts', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'princeton-tigers', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2017,1,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'texas-am-aggies', 'ball-state-cardinals', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'nevada-wolf-pack', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'oakland-grizzlies', 'northwestern-wildcats', 'south-carolina-gamecocks', 'oklahoma-sooners', 'michigan-wolverines', 'ucf-knights', 'xavier-musketeers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'seton-hall-pirates', 'harvard-crimson', 'tcu-horned-frogs', 'missouri-tigers', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'maryland-terrapins', 'villanova-wildcats', 'alabama-crimson-tide')"
2017,2,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'texas-am-aggies', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'nevada-wolf-pack', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'mount-st-marys-mountaineers', 'virginia-tech-hokies', 'oakland-grizzlies', 'northwestern-wildcats', 'south-carolina-gamecocks', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'seton-hall-pirates', 'harvard-crimson', 'tcu-horned-frogs', 'missouri-tigers', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'ucla-bruins', 'texas-tech-red-raiders', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'maryland-terrapins', 'villanova-wildcats', 'alabama-crimson-tide')"
2017,3,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'texas-am-aggies', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'temple-owls', 'nevada-wolf-pack', 'texas-longhorns', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'northwestern-wildcats', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'seton-hall-pirates', 'tcu-horned-frogs', nan, 'wichita-state-shockers', 'duke-blue-devils', 'arkansas-razorbacks', 'oregon-ducks', 'belmont-bruins', 'west-virginia-mountaineers', 'florida-gators', 'stephen-f-austin-lumberjacks', 'ucla-bruins', 'texas-tech-red-raiders', 'arizona-wildcats', 'purdue-boilermakers', 'ut-arlington-mavericks', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'villanova-wildcats', 'alabama-crimson-tide')"
2017,4,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'unlv-rebels', 'north-carolina-tar-heels', 'washington-state-cougars', 'saint-marys-gaels', 'nevada-wolf-pack', 'texas-longhorns', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'georgia-bulldogs', 'northwestern-wildcats', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'seton-hall-pirates', 'tennessee-volunteers', 'tcu-horned-frogs', nan, 'wichita-state-shockers', 'duke-blue-devils', 'vermont-catamounts', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'arizona-wildcats', 'purdue-boilermakers', 'ut-arlington-mavericks', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'villanova-wildcats', 'alabama-crimson-tide')"
2017,5,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'washington-state-cougars', 'texas-longhorns', 'nevada-wolf-pack', 'kansas-state-wildcats', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'georgia-bulldogs', 'oklahoma-sooners', 'western-kentucky-hilltoppers', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'minnesota-golden-gophers', 'seton-hall-pirates', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'valparaiso-beacons', 'tcu-horned-frogs', 'clemson-tigers', nan, 'wichita-state-shockers', 'duke-blue-devils', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'southern-methodist-mustangs', 'arizona-wildcats', 'towson-tigers', 'purdue-boilermakers', 'ut-arlington-mavericks', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'oklahoma-state-cowboys', 'villanova-wildcats', 'alabama-crimson-tide', 'georgetown-hoyas')"
2017,6,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'northern-iowa-panthers', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'texas-longhorns', 'nevada-wolf-pack', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'georgia-bulldogs', 'oklahoma-sooners', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'seton-hall-pirates', 'minnesota-golden-gophers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'wichita-state-shockers', 'duke-blue-devils', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'southern-methodist-mustangs', 'towson-tigers', 'loyola-il-ramblers', 'purdue-boilermakers', 'boise-state-broncos', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'syracuse-orange', 'villanova-wildcats', 'alabama-crimson-tide')"
2017,7,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'syracuse-orange', 'north-carolina-tar-heels', 'texas-longhorns', 'nevada-wolf-pack', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'auburn-tigers', 'seton-hall-pirates', 'minnesota-golden-gophers', 'tennessee-volunteers', 'tcu-horned-frogs', 'clemson-tigers', nan, 'wichita-state-shockers', 'duke-blue-devils', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'florida-gators', 'texas-tech-red-raiders', 'southern-methodist-mustangs', 'arizona-wildcats', 'towson-tigers', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'oklahoma-state-cowboys', 'villanova-wildcats', 'alabama-crimson-tide')"
2017,8,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'texas-longhorns', 'nevada-wolf-pack', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'auburn-tigers', 'seton-hall-pirates', 'minnesota-golden-gophers', 'tennessee-volunteers', 'tcu-horned-frogs', 'clemson-tigers', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'stephen-f-austin-lumberjacks', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'st-bonaventure-bonnies', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2017,9,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'texas-longhorns', 'nevada-wolf-pack', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'arizona-state-sun-devils', 'oklahoma-sooners', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'auburn-tigers', 'seton-hall-pirates', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'clemson-tigers', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'butler-bulldogs', 'ucla-bruins', 'texas-tech-red-raiders', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'rhode-island-rams', 'st-bonaventure-bonnies', 'syracuse-orange', 'villanova-wildcats', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2017,10,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nevada-wolf-pack', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'arizona-state-sun-devils', 'georgia-bulldogs', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'tennessee-volunteers', 'tcu-horned-frogs', 'clemson-tigers', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'florida-gators', 'texas-tech-red-raiders', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'rhode-island-rams', 'villanova-wildcats')"
2017,11,"('michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'tennessee-volunteers', 'clemson-tigers', 'tcu-horned-frogs', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'florida-gators', 'texas-tech-red-raiders', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'villanova-wildcats')"
2017,12,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'tennessee-volunteers', 'clemson-tigers', 'tcu-horned-frogs', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'florida-gators', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'purdue-boilermakers', 'boise-state-broncos', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'villanova-wildcats')"
2017,13,"('michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'tennessee-volunteers', 'clemson-tigers', 'tcu-horned-frogs', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'florida-gators', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'villanova-wildcats', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2017,14,"('michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'texas-longhorns', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'north-carolina-state-wolfpack', 'tennessee-volunteers', 'clemson-tigers', 'tcu-horned-frogs', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'vermont-catamounts', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'purdue-boilermakers', 'east-tennessee-state-buccaneers', 'cincinnati-bearcats', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'oklahoma-state-cowboys', 'villanova-wildcats', 'alabama-crimson-tide', 'washington-huskies')"
2017,15,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'tennessee-volunteers', 'clemson-tigers', 'tcu-horned-frogs', 'missouri-tigers', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'vermont-catamounts', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'purdue-boilermakers', 'east-tennessee-state-buccaneers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'st-bonaventure-bonnies', 'oklahoma-state-cowboys', 'villanova-wildcats', 'alabama-crimson-tide')"
2017,16,"('michigan-state-spartans', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'tennessee-volunteers', 'clemson-tigers', 'missouri-tigers', 'tcu-horned-frogs', nan, 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'butler-bulldogs', 'ucla-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'arizona-wildcats', 'penn-state-nittany-lions', 'loyola-il-ramblers', 'purdue-boilermakers', 'east-tennessee-state-buccaneers', 'boise-state-broncos', 'cincinnati-bearcats', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'st-bonaventure-bonnies', 'villanova-wildcats', 'alabama-crimson-tide')"
2017,17,"('michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'tennessee-volunteers', 'clemson-tigers', 'tcu-horned-frogs', nan, 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'loyola-il-ramblers', 'purdue-boilermakers', 'boise-state-broncos', 'cincinnati-bearcats', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'st-bonaventure-bonnies', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2017,18,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'tennessee-volunteers', 'clemson-tigers', 'tcu-horned-frogs', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'florida-gators', 'houston-cougars', 'texas-tech-red-raiders', 'arizona-wildcats', 'loyola-il-ramblers', 'purdue-boilermakers', 'cincinnati-bearcats', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'st-bonaventure-bonnies', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2017,19,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'tennessee-volunteers', 'south-dakota-state-jackrabbits', 'clemson-tigers', 'tcu-horned-frogs', 'missouri-tigers', nan, 'new-mexico-state-aggies', 'wichita-state-shockers', 'san-diego-state-aztecs', 'duke-blue-devils', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'murray-state-racers', 'ucla-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'arizona-wildcats', 'loyola-il-ramblers', 'purdue-boilermakers', 'cincinnati-bearcats', 'middle-tennessee-blue-raiders', 'rhode-island-rams', 'st-bonaventure-bonnies', 'villanova-wildcats')"
