year,week,teams
2021,13,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'baylor-bears', 'kentucky-wildcats', 'davidson-wildcats', 'colorado-state-rams', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iona-gaels', 'gonzaga-bulldogs', 'iowa-hawkeyes', 'notre-dame-fighting-irish', 'xavier-musketeers', 'auburn-tigers', 'tennessee-volunteers', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'murray-state-racers', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'illinois-fighting-illini', 'indiana-hoosiers', 'loyola-il-ramblers', 'purdue-boilermakers', 'lsu-tigers', 'boise-state-broncos', 'toledo-rockets', 'iowa-state-cyclones', 'villanova-wildcats', 'alabama-crimson-tide')"
2021,14,"('providence-friars', 'michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'wyoming-cowboys', 'baylor-bears', 'kentucky-wildcats', 'davidson-wildcats', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'san-francisco-dons', 'ohio-bobcats', 'xavier-musketeers', 'auburn-tigers', 'tennessee-volunteers', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'murray-state-racers', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'illinois-fighting-illini', 'indiana-hoosiers', 'loyola-il-ramblers', 'purdue-boilermakers', 'lsu-tigers', 'boise-state-broncos', 'wake-forest-demon-deacons', 'iowa-state-cyclones', 'villanova-wildcats', 'alabama-crimson-tide')"
2021,15,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'wyoming-cowboys', 'baylor-bears', 'kentucky-wildcats', 'colorado-state-rams', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'san-francisco-dons', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'south-dakota-state-jackrabbits', nan, 'wisconsin-badgers', 'duke-blue-devils', 'vermont-catamounts', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'belmont-bruins', 'murray-state-racers', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'illinois-fighting-illini', 'southern-methodist-mustangs', 'purdue-boilermakers', 'lsu-tigers', 'boise-state-broncos', 'wake-forest-demon-deacons', 'toledo-rockets', 'villanova-wildcats', 'alabama-crimson-tide')"
2021,16,"('providence-friars', 'michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'wyoming-cowboys', 'baylor-bears', 'kentucky-wildcats', 'davidson-wildcats', 'colorado-state-rams', 'saint-marys-gaels', 'north-texas-mean-green', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'wagner-seahawks', 'notre-dame-fighting-irish', 'xavier-musketeers', 'auburn-tigers', 'tennessee-volunteers', 'south-dakota-state-jackrabbits', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'vermont-catamounts', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'belmont-bruins', 'murray-state-racers', 'ucla-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'arizona-wildcats', 'illinois-fighting-illini', 'southern-methodist-mustangs', 'purdue-boilermakers', 'lsu-tigers', 'boise-state-broncos', 'wake-forest-demon-deacons', 'villanova-wildcats', 'alabama-crimson-tide')"
2021,17,"('providence-friars', 'michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'northern-iowa-panthers', 'baylor-bears', 'kentucky-wildcats', 'davidson-wildcats', 'colorado-state-rams', 'saint-marys-gaels', 'north-texas-mean-green', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'auburn-tigers', 'tennessee-volunteers', 'south-dakota-state-jackrabbits', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'vermont-catamounts', 'marquette-golden-eagles', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'murray-state-racers', 'ucla-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'arizona-wildcats', 'illinois-fighting-illini', 'purdue-boilermakers', 'lsu-tigers', 'boise-state-broncos', 'iowa-state-cyclones', 'villanova-wildcats', 'alabama-crimson-tide')"
2021,18,"('providence-friars', 'usc-trojans', 'kansas-jayhawks', 'baylor-bears', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'colorado-state-rams', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'san-francisco-dons', 'auburn-tigers', 'seton-hall-pirates', 'tennessee-volunteers', 'south-dakota-state-jackrabbits', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'vermont-catamounts', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'longwood-lancers', 'murray-state-racers', 'ucla-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'arizona-wildcats', 'illinois-fighting-illini', 'memphis-tigers', 'loyola-il-ramblers', 'purdue-boilermakers', 'lsu-tigers', 'boise-state-broncos', 'villanova-wildcats', 'alabama-crimson-tide')"
2021,19,"('providence-friars', 'michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'texas-am-aggies', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'colorado-state-rams', 'saint-marys-gaels', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'san-francisco-dons', 'auburn-tigers', 'seton-hall-pirates', 'tennessee-volunteers', 'south-dakota-state-jackrabbits', 'yale-bulldogs', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'vermont-catamounts', 'arkansas-razorbacks', 'longwood-lancers', 'ohio-state-buckeyes', 'murray-state-racers', 'ucla-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'arizona-wildcats', 'illinois-fighting-illini', 'indiana-hoosiers', 'memphis-tigers', 'loyola-il-ramblers', 'purdue-boilermakers', 'lsu-tigers', 'boise-state-broncos', 'villanova-wildcats', 'alabama-crimson-tide')"
2022,1,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'creighton-bluejays', 'wyoming-cowboys', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'xavier-musketeers', 'tennessee-volunteers', 'saint-louis-billikens', 'tcu-horned-frogs', nan, 'san-diego-state-aztecs', 'dayton-flyers', 'duke-blue-devils', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'oregon-ducks', 'uab-blazers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'memphis-tigers', 'purdue-boilermakers', 'toledo-rockets', 'villanova-wildcats', 'alabama-crimson-tide')"
2022,2,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'tennessee-volunteers', 'saint-louis-billikens', 'tcu-horned-frogs', nan, 'san-diego-state-aztecs', 'dayton-flyers', 'duke-blue-devils', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'oregon-ducks', 'uc-irvine-anteaters', 'florida-gators', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'texas-tech-red-raiders', 'illinois-fighting-illini', 'memphis-tigers', 'penn-state-nittany-lions', 'purdue-boilermakers', 'grambling-state-tigers', 'toledo-rockets', 'villanova-wildcats', 'alabama-crimson-tide')"
2022,3,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'unlv-rebels', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'michigan-wolverines', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'saint-louis-billikens', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'san-diego-state-aztecs', 'dayton-flyers', 'duke-blue-devils', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'illinois-fighting-illini', 'arizona-wildcats', 'indiana-hoosiers', 'penn-state-nittany-lions', 'utah-state-aggies', 'purdue-boilermakers', 'toledo-rockets', 'maryland-terrapins', 'charleston-cougars', 'villanova-wildcats', 'alabama-crimson-tide')"
2022,4,"('michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'unlv-rebels', 'north-carolina-tar-heels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'kansas-state-wildcats', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'st-johns-red-storm', 'auburn-tigers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'wisconsin-badgers', 'duke-blue-devils', 'new-mexico-lobos', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'texas-tech-red-raiders', 'purdue-boilermakers', 'maryland-terrapins', 'iowa-state-cyclones', 'alabama-crimson-tide')"
2022,5,"('michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'unlv-rebels', 'north-carolina-tar-heels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'kansas-state-wildcats', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'wisconsin-badgers', 'duke-blue-devils', 'new-mexico-lobos', 'marquette-golden-eagles', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'utah-utes', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'texas-tech-red-raiders', 'memphis-tigers', 'purdue-boilermakers', 'maryland-terrapins', 'iowa-state-cyclones', 'alabama-crimson-tide')"
2022,6,"('michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'unlv-rebels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'kansas-state-wildcats', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'new-mexico-lobos', 'marquette-golden-eagles', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'utah-utes', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'texas-tech-red-raiders', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'iowa-state-cyclones', 'maryland-terrapins', 'charleston-cougars', 'alabama-crimson-tide')"
2022,7,"('michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'kansas-state-wildcats', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'new-mexico-lobos', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'texas-tech-red-raiders', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'maryland-terrapins', 'iowa-state-cyclones', 'alabama-crimson-tide')"
2022,8,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'texas-longhorns', 'connecticut-huskies', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'san-francisco-dons', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'missouri-tigers', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'new-mexico-lobos', 'marquette-golden-eagles', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'texas-tech-red-raiders', 'memphis-tigers', 'purdue-boilermakers', 'iowa-state-cyclones', 'maryland-terrapins', 'charleston-cougars', 'alabama-crimson-tide')"
2022,9,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'missouri-tigers', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'new-mexico-lobos', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'memphis-tigers', 'purdue-boilermakers', 'lsu-tigers', 'iowa-state-cyclones', 'florida-atlantic-owls', 'charleston-cougars', 'alabama-crimson-tide')"
2022,10,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'nevada-wolf-pack', 'connecticut-huskies', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'northwestern-wildcats', 'pittsburgh-panthers', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'missouri-tigers', 'clemson-tigers', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'new-mexico-lobos', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'purdue-boilermakers', 'lsu-tigers', 'florida-atlantic-owls', 'iowa-state-cyclones', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2022,11,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'vcu-rams', 'kansas-jayhawks', 'texas-am-aggies', 'creighton-bluejays', 'baylor-bears', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'kent-state-golden-flashes', 'iowa-hawkeyes', 'arizona-state-sun-devils', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'tcu-horned-frogs', 'clemson-tigers', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'new-mexico-lobos', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'ucla-bruins', 'houston-cougars', 'arizona-wildcats', 'illinois-fighting-illini', 'purdue-boilermakers', 'boise-state-broncos', 'florida-atlantic-owls', 'iowa-state-cyclones', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2022,12,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'vcu-rams', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'kent-state-golden-flashes', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'tcu-horned-frogs', 'clemson-tigers', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'new-mexico-lobos', 'rutgers-scarlet-knights', 'oral-roberts-golden-eagles', 'arkansas-razorbacks', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'memphis-tigers', 'purdue-boilermakers', 'iowa-state-cyclones', 'florida-atlantic-owls', 'boise-state-broncos', 'wake-forest-demon-deacons', 'charleston-cougars', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2022,13,"('providence-friars', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'nevada-wolf-pack', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'northwestern-wildcats', 'pittsburgh-panthers', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'saint-louis-billikens', 'tcu-horned-frogs', 'clemson-tigers', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'new-mexico-lobos', 'oral-roberts-golden-eagles', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'memphis-tigers', 'purdue-boilermakers', 'boise-state-broncos', 'florida-atlantic-owls', 'iowa-state-cyclones', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2022,14,"('providence-friars', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'vcu-rams', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'texas-longhorns', 'nevada-wolf-pack', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'iowa-hawkeyes', 'northwestern-wildcats', 'pittsburgh-panthers', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'tcu-horned-frogs', 'clemson-tigers', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'new-mexico-lobos', 'oral-roberts-golden-eagles', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'utah-state-aggies', 'purdue-boilermakers', 'florida-atlantic-owls', 'maryland-terrapins', 'iowa-state-cyclones', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2022,15,"('providence-friars', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'saint-marys-gaels', 'texas-longhorns', 'nevada-wolf-pack', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'iowa-hawkeyes', 'northwestern-wildcats', 'pittsburgh-panthers', 'xavier-musketeers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'tcu-horned-frogs', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'marquette-golden-eagles', 'oral-roberts-golden-eagles', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'purdue-boilermakers', 'boise-state-broncos', 'florida-atlantic-owls', 'maryland-terrapins', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2022,16,"('providence-friars', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'texas-longhorns', 'nevada-wolf-pack', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'kent-state-golden-flashes', 'northwestern-wildcats', 'pittsburgh-panthers', 'southern-mississippi-golden-eagles', 'xavier-musketeers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'tcu-horned-frogs', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'oral-roberts-golden-eagles', 'arkansas-razorbacks', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'purdue-boilermakers', 'boise-state-broncos', 'florida-atlantic-owls', 'maryland-terrapins', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2022,17,"('providence-friars', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'vcu-rams', 'creighton-bluejays', 'usc-trojans', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'texas-longhorns', 'nevada-wolf-pack', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'northwestern-wildcats', 'pittsburgh-panthers', 'xavier-musketeers', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'tcu-horned-frogs', 'missouri-tigers', 'clemson-tigers', nan, 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'oral-roberts-golden-eagles', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'memphis-tigers', 'purdue-boilermakers', 'boise-state-broncos', 'florida-atlantic-owls', 'maryland-terrapins', 'iowa-state-cyclones', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2022,18,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'vcu-rams', 'creighton-bluejays', 'usc-trojans', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'north-texas-mean-green', 'texas-longhorns', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'iowa-hawkeyes', 'northwestern-wildcats', 'pittsburgh-panthers', 'vanderbilt-commodores', 'xavier-musketeers', 'drake-bulldogs', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'tcu-horned-frogs', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'oral-roberts-golden-eagles', 'arkansas-razorbacks', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'boise-state-broncos', 'florida-atlantic-owls', 'toledo-rockets', 'maryland-terrapins', 'iowa-state-cyclones', 'alabama-crimson-tide')"
2022,19,"('miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'vcu-rams', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'texas-longhorns', 'kansas-state-wildcats', 'connecticut-huskies', 'gonzaga-bulldogs', 'kent-state-golden-flashes', 'northwestern-wildcats', 'xavier-musketeers', 'drake-bulldogs', 'virginia-cavaliers', 'charleston-cougars', 'tennessee-volunteers', 'tcu-horned-frogs', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'oral-roberts-golden-eagles', 'west-virginia-mountaineers', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'penn-state-nittany-lions', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'florida-atlantic-owls', 'iowa-state-cyclones', 'alabama-crimson-tide')"
2023,1,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'st-johns-red-storm', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'drake-bulldogs', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'missouri-tigers', nan, 'san-diego-state-aztecs', 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'new-mexico-lobos', 'arkansas-razorbacks', 'florida-gators', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'illinois-fighting-illini', 'memphis-tigers', 'purdue-boilermakers', 'boise-state-broncos', 'florida-atlantic-owls', 'maryland-terrapins', 'charleston-cougars', 'villanova-wildcats', 'alabama-crimson-tide')"
