season,team,bias1_mean,bias1_std,bias2_mean,bias2_std,bias3_mean,bias3_std
2023,liberty-flames,-0.0347,0.1553,-0.0521,0.1427,-0.0615,0.1402
2023,louisville-cardinals,0.0138,0.1617,-0.1428,0.1634,-0.1174,0.1566
2023,lsu-tigers,-0.0059,0.2246,-0.1774,0.2564,-0.1694,0.2638
2023,maryland-terrapins,-0.0775,0.0639,-0.0371,0.0622,-0.0562,0.0681
2023,memphis-tigers,-0.102,0.0847,-0.0075,0.0785,-0.0164,0.0789
2023,miami-fl-hurricanes,-0.0385,0.1445,-0.1022,0.1552,-0.1268,0.1589
2023,miami-oh-redhawks,-0.0719,0.0337,-0.0307,0.0324,-0.0307,0.0324
2023,michigan-wolverines,0.1222,0.6185,-1.2542,0.9188,-1.0849,0.8728
2023,minnesota-golden-gophers,-0.0846,0.0452,-0.0429,0.0435,-0.0429,0.0435
2023,mississippi-state-bulldogs,-0.1818,,-0.0909,,-0.0909,
2023,missouri-tigers,0.0063,0.1513,-0.1568,0.164,-0.1377,0.1562
2023,north-carolina-state-wolfpack,-0.0168,0.1225,-0.0741,0.1163,-0.079,0.1179
2023,north-carolina-tar-heels,-0.0205,0.1677,-0.1299,0.1732,-0.1118,0.1739
2023,notre-dame-fighting-irish,0.0048,0.1873,-0.167,0.2082,-0.1549,0.21
2023,ohio-state-buckeyes,-0.0096,0.4858,-0.6576,0.6909,-0.6769,0.6979
2023,oklahoma-sooners,-0.0015,0.2338,-0.214,0.3018,-0.2187,0.3159
2023,oklahoma-state-cowboys,-0.0193,0.152,-0.1075,0.1359,-0.1111,0.1342
2023,ole-miss-rebels,-0.0109,0.1388,-0.1642,0.1473,-0.1655,0.1483
2023,oregon-ducks,0.0213,0.1716,-0.2739,0.1934,-0.2608,0.188
2023,oregon-state-beavers,0.0233,0.1618,-0.1411,0.1549,-0.1369,0.155
2023,penn-state-nittany-lions,-0.0264,0.2541,-0.2986,0.2976,-0.2969,0.3117
2023,pittsburgh-panthers,-0.2,0.1622,0.0263,0.1457,0.0263,0.1457
2023,south-carolina-gamecocks,-0.1564,0.1141,-0.0288,0.1033,-0.0209,0.1029
2023,southern-methodist-mustangs,-0.0085,0.173,-0.0735,0.1407,-0.0744,0.1411
2023,syracuse-orange,-0.0863,0.0669,-0.0019,0.0625,-0.0019,0.0625
2023,tcu-horned-frogs,0.0043,0.2341,-0.0874,0.2105,-0.1036,0.2143
2023,tennessee-volunteers,-0.0132,0.1824,-0.1263,0.1826,-0.1184,0.1774
2023,texas-am-aggies,-0.1695,0.1903,-0.0589,0.1754,-0.0685,0.1751
2023,texas-longhorns,0.0567,0.4389,-0.4723,0.6596,-0.4344,0.6314
2023,texas-tech-red-raiders,-0.1904,0.2484,-0.0512,0.2208,-0.0985,0.2295
2023,toledo-rockets,-0.0514,0.0995,-0.0227,0.0924,-0.0474,0.0976
2023,troy-trojans,-0.1022,0.0797,-0.0129,0.0744,-0.0194,0.0741
2023,tulane-green-wave,-0.0452,0.1668,-0.0828,0.1584,-0.1065,0.1632
2023,ucla-bruins,-0.0317,0.1502,-0.0655,0.138,-0.092,0.1394
2023,unlv-rebels,-0.0963,0.0585,-0.0384,0.0554,-0.0541,0.0563
2023,usc-trojans,-0.0357,0.2872,-0.2881,0.3581,-0.2598,0.3396
2023,utah-utes,0.0001,0.1875,-0.1618,0.1838,-0.143,0.1797
2023,utsa-roadrunners,-0.1051,0.0671,-0.0287,0.0637,-0.0211,0.0637
2023,washington-huskies,-0.1013,0.464,-0.5552,0.619,-0.582,0.6542
2023,washington-state-cougars,-0.0137,0.1593,-0.1123,0.1693,-0.1428,0.1734
2023,west-virginia-mountaineers,-0.1353,0.0869,-0.0399,0.077,-0.0542,0.0782
2023,wisconsin-badgers,-0.0171,0.1675,-0.0853,0.1673,-0.0777,0.1682
2023,wyoming-cowboys,-0.1231,0.0902,-0.0137,0.0836,-0.006,0.0842
2024,alabama-crimson-tide,0.1545,0.3173,-0.4921,0.3678,-0.4482,0.3633
2024,arizona-wildcats,-0.0338,0.2048,-0.0962,0.2132,-0.1174,0.2172
2024,arkansas-razorbacks,-0.1304,,-0.087,,-0.087,
2024,auburn-tigers,-0.1162,0.0569,-0.0303,0.0525,-0.0303,0.0525
2024,boise-state-broncos,-0.1581,0.1664,-0.0267,0.1457,-0.061,0.1566
2024,boston-college-eagles,-0.1565,0.1672,-0.028,0.1512,-0.0376,0.1684
2024,byu-cougars,-0.1361,0.1967,-0.122,0.1945,-0.1361,0.1967
2024,california-golden-bears,-0.2269,0.1252,-0.098,0.0813,-0.098,0.0813
2024,clemson-tigers,-0.0419,0.198,-0.1128,0.2016,-0.1159,0.2008
2024,florida-state-seminoles,-0.0042,0.3304,-0.2756,0.3616,-0.2383,0.3546
2024,georgia-bulldogs,0.045,0.5354,-1.7124,0.8425,-1.6217,0.8177
2024,georgia-tech-yellow-jackets,-0.0974,0.1445,-0.0535,0.1411,-0.0474,0.1408
2024,illinois-fighting-illini,-0.0862,0.1761,-0.0859,0.1752,-0.1135,0.1841
2024,indiana-hoosiers,-0.1164,0.1208,0.0098,0.111,-0.0145,0.1109
2024,iowa-hawkeyes,-0.1018,0.2058,-0.0657,0.1877,-0.1057,0.1943
2024,iowa-state-cyclones,-0.0723,0.1878,-0.1154,0.1862,-0.1471,0.1889
2024,james-madison-dukes,-0.0577,0.0501,0.0251,0.0469,0.0251,0.0469
2024,kansas-jayhawks,-0.0156,0.1637,-0.0904,0.159,-0.1085,0.1647
2024,kansas-state-wildcats,-0.0254,0.1554,-0.1359,0.1589,-0.124,0.1552
2024,liberty-flames,-0.1217,0.1031,-0.0131,0.0994,-0.0336,0.1018
2024,louisville-cardinals,-0.0213,0.1686,-0.1,0.1657,-0.1009,0.1647
2024,lsu-tigers,0.0644,0.1797,-0.1392,0.1784,-0.1179,0.1754
2024,memphis-tigers,-0.1348,0.1328,-0.0097,0.1262,-0.0449,0.1353
2024,miami-fl-hurricanes,-0.0777,0.4033,-0.2877,0.4169,-0.2553,0.411
2024,michigan-wolverines,0.0486,0.2665,-0.1976,0.2966,-0.1795,0.3024
2024,missouri-tigers,0.0923,0.3539,-0.2734,0.3022,-0.2632,0.3012
2024,nebraska-cornhuskers,-0.0983,0.2076,-0.0631,0.1841,-0.096,0.1881
2024,north-carolina-state-wolfpack,-0.0978,0.1957,-0.0394,0.1884,-0.0748,0.1948
2024,north-carolina-tar-heels,-0.2269,0.1252,-0.0944,0.0096,-0.0944,0.0096
2024,northern-illinois-huskies,-0.0893,0.1509,-0.0403,0.1352,-0.0608,0.1382
2024,notre-dame-fighting-irish,0.09,0.267,-0.2306,0.3239,-0.21,0.3326
2024,ohio-state-buckeyes,-0.1527,0.5722,-1.069,0.8928,-1.1174,0.9155
2024,oklahoma-sooners,-0.0257,0.2416,-0.1502,0.2524,-0.1532,0.2558
2024,oklahoma-state-cowboys,0.0109,0.1723,-0.1427,0.1719,-0.1519,0.1778
2024,ole-miss-rebels,-0.0058,0.3747,-0.4505,0.4105,-0.4194,0.4188
2024,oregon-ducks,-0.0307,0.3789,-0.4148,0.4774,-0.4216,0.4621
2024,penn-state-nittany-lions,-0.0103,0.2748,-0.2852,0.2943,-0.3102,0.3032
2024,pittsburgh-panthers,-0.1099,0.0831,-0.0314,0.0776,-0.0672,0.0799
2024,south-carolina-gamecocks,-0.1584,0.1082,-0.0369,0.0991,-0.0369,0.0991
2024,southern-methodist-mustangs,-0.1345,0.0949,-0.0455,0.0878,-0.0652,0.0898
2024,syracuse-orange,-0.1292,0.1032,-0.0285,0.0965,-0.0581,0.1067
2024,tennessee-volunteers,0.0587,0.3558,-0.3187,0.42,-0.2794,0.4075
2024,texas-am-aggies,-0.1161,0.1846,-0.0459,0.1742,-0.0705,0.1754
2024,texas-longhorns,0.1849,0.553,-1.1831,0.8623,-1.0177,0.7147
2024,toledo-rockets,-0.1319,0.0493,-0.0666,0.0464,-0.0666,0.0464
2024,tulane-green-wave,-0.21,0.0398,-0.0931,0.0031,-0.0931,0.0031
2024,ucf-knights,-0.1304,,-0.087,,-0.087,
2024,unlv-rebels,-0.1533,0.1428,-0.0169,0.1278,-0.0155,0.1264
2024,usc-trojans,-0.0844,0.4495,-0.2195,0.4862,-0.2287,0.4892
2024,utah-utes,-0.1208,0.3761,-0.2665,0.3945,-0.3085,0.4101
2024,utsa-roadrunners,-0.1362,0.0992,-0.0317,0.1029,-0.0317,0.1029
2024,vanderbilt-commodores,-0.123,0.1281,0.0564,0.1135,0.0564,0.1135
2024,virginia-tech-hokies,-0.1674,0.1287,-0.0458,0.116,-0.0774,0.119
2024,washington-huskies,-0.1839,0.1648,0.002,0.15,-0.0116,0.1523
2024,washington-state-cougars,-0.1217,0.0861,-0.0246,0.0817,-0.0268,0.0823
2024,west-virginia-mountaineers,-0.1248,0.0601,-0.0527,0.0562,-0.0816,0.0578
2024,wisconsin-badgers,-0.2347,0.1826,-0.0421,0.1253,-0.0421,0.1253
