season,team,bias1_mean,bias1_std,bias2_mean,bias2_std,bias3_mean,bias3_std
2018,syracuse-orange,0.0191,0.1917,-0.1247,0.177,-0.1072,0.1758
2018,tcu-horned-frogs,-0.0253,0.2486,-0.1464,0.2566,-0.1299,0.2527
2018,texas-am-aggies,-0.0699,0.1923,-0.0973,0.1907,-0.111,0.1919
2018,texas-longhorns,0.0264,0.2282,-0.2015,0.2393,-0.1803,0.2272
2018,texas-tech-red-raiders,-0.1533,0.1071,-0.0442,0.0971,-0.0459,0.1
2018,troy-trojans,-0.1304,0.0,-0.087,0.0,-0.087,0.0
2018,uab-blazers,-0.1464,0.1476,-0.0031,0.1231,-0.0108,0.1233
2018,ucf-knights,-0.0148,0.2927,-0.2288,0.3058,-0.2142,0.3042
2018,usc-trojans,-0.0386,0.2674,-0.1351,0.2372,-0.0991,0.2326
2018,utah-state-aggies,0.008,0.2307,-0.1036,0.2071,-0.0881,0.2059
2018,utah-utes,-0.0693,0.18,-0.0981,0.1648,-0.1085,0.168
2018,virginia-cavaliers,-0.1268,0.1355,-0.047,0.1279,-0.0799,0.1306
2018,virginia-tech-hokies,-0.0418,0.271,-0.1683,0.2793,-0.175,0.2806
2018,washington-huskies,0.0211,0.2826,-0.2181,0.2889,-0.187,0.2863
2018,washington-state-cougars,-0.0055,0.2027,-0.2087,0.2231,-0.211,0.2227
2018,west-virginia-mountaineers,-0.0018,0.2717,-0.2167,0.2729,-0.1933,0.2781
2018,wisconsin-badgers,-0.0225,0.4497,-0.2992,0.6066,-0.2904,0.5918
2019,air-force-falcons,-0.0268,0.0766,-0.0402,0.0804,-0.0534,0.086
2019,alabama-crimson-tide,0.1827,0.7065,-1.0288,0.9707,-0.9805,0.9647
2019,appalachian-state-mountaineers,-0.0325,0.1221,-0.0739,0.1167,-0.0821,0.1157
2019,arizona-state-sun-devils,0.0043,0.1336,-0.0761,0.1215,-0.079,0.1204
2019,arizona-wildcats,-0.123,0.0852,-0.0362,0.0792,-0.0362,0.0792
2019,army-west-point-black-knights,-0.1803,0.1908,-0.0162,0.1679,-0.0123,0.1801
2019,auburn-tigers,-0.0397,0.4006,-0.2505,0.4707,-0.267,0.4929
2019,baylor-bears,-0.0029,0.249,-0.2038,0.2625,-0.1647,0.2571
2019,boise-state-broncos,-0.0,0.1376,-0.0988,0.1306,-0.1058,0.1317
2019,byu-cougars,-0.072,0.0429,-0.0308,0.0413,-0.0308,0.0413
2019,california-golden-bears,-0.0502,0.2229,-0.0786,0.1598,-0.0745,0.1576
2019,cincinnati-bearcats,-0.0108,0.1281,-0.1056,0.1287,-0.1016,0.1297
2019,clemson-tigers,-0.0982,0.7118,-1.3157,1.0495,-1.2846,1.0107
2019,colorado-buffaloes,-0.114,0.1033,-0.0217,0.0902,-0.0542,0.0918
2019,florida-atlantic-owls,-0.1172,0.1066,-0.0188,0.1003,-0.0607,0.1086
2019,florida-gators,0.0542,0.271,-0.279,0.2907,-0.2222,0.2836
2019,fresno-state-bulldogs,-0.1843,0.0761,-0.0932,0.0703,-0.0932,0.0703
2019,georgia-bulldogs,0.0888,0.333,-0.5267,0.4906,-0.424,0.4455
2019,indiana-hoosiers,-0.0787,0.086,-0.0218,0.0917,-0.0281,0.1009
2019,iowa-hawkeyes,-0.0328,0.152,-0.119,0.1515,-0.1178,0.1547
2019,iowa-state-cyclones,-0.111,0.1797,-0.0574,0.1718,-0.0769,0.1745
2019,kansas-state-wildcats,-0.0867,0.1432,-0.0683,0.1252,-0.087,0.1273
2019,louisiana-tech-bulldogs,-0.0978,0.0679,-0.0235,0.0623,-0.0169,0.0634
2019,lsu-tigers,0.1906,0.6916,-1.2195,0.983,-1.149,0.9515
2019,maryland-terrapins,0.0179,0.1246,-0.0567,0.1272,-0.0582,0.1273
2019,memphis-tigers,-0.0381,0.1526,-0.1071,0.1543,-0.1236,0.1552
2019,miami-fl-hurricanes,-0.2659,0.2714,-0.013,0.2208,0.022,0.2152
2019,michigan-state-spartans,-0.0694,0.2264,-0.1017,0.2266,-0.1203,0.2325
2019,michigan-wolverines,0.0006,0.2295,-0.1856,0.2543,-0.1707,0.2456
2019,minnesota-golden-gophers,-0.0029,0.2306,-0.1908,0.248,-0.1545,0.2398
2019,mississippi-state-bulldogs,-0.2085,0.1402,-0.0521,0.1227,-0.0655,0.1228
2019,missouri-tigers,-0.1357,0.2122,-0.0601,0.1672,-0.088,0.1865
2019,navy-midshipmen,-0.0177,0.0982,-0.0677,0.0936,-0.0648,0.0912
2019,nebraska-cornhuskers,-0.1534,0.1838,-0.0462,0.1688,-0.0776,0.1704
2019,north-carolina-tar-heels,-0.1279,0.0896,-0.0353,0.0827,-0.0627,0.0845
2019,northwestern-wildcats,-0.1548,0.1649,-0.0406,0.1496,-0.1104,0.1586
2019,notre-dame-fighting-irish,0.0648,0.2233,-0.2126,0.2298,-0.2042,0.2285
2019,ohio-state-buckeyes,-0.2059,0.7159,-0.9668,1.0483,-0.9424,1.0683
2019,oklahoma-sooners,-0.0723,0.2863,-0.4176,0.3442,-0.434,0.3531
2019,oklahoma-state-cowboys,-0.0428,0.1242,-0.0574,0.1035,-0.0567,0.1038
2019,oregon-ducks,-0.0015,0.2392,-0.2455,0.267,-0.2456,0.2625
2019,penn-state-nittany-lions,0.0025,0.2112,-0.2417,0.2286,-0.2356,0.2322
2019,pittsburgh-panthers,-0.0917,0.0524,-0.0383,0.0469,-0.0439,0.0476
2019,san-diego-state-aztecs,-0.083,0.05,-0.0223,0.0453,-0.0369,0.0467
2019,south-carolina-gamecocks,-0.2416,0.172,-0.0293,0.1543,-0.0293,0.1543
2019,southern-methodist-mustangs,-0.0311,0.1356,-0.0894,0.1293,-0.0923,0.1291
2019,stanford-cardinal,-0.113,0.1411,-0.072,0.1276,-0.0937,0.1324
2019,syracuse-orange,-0.038,0.1572,-0.0702,0.1549,-0.0666,0.1549
2019,tcu-horned-frogs,-0.2766,0.2926,-0.0472,0.2471,-0.098,0.2529
2019,temple-owls,-0.121,0.0743,-0.0275,0.0683,0.0009,0.0679
2019,tennessee-volunteers,-0.0843,0.0369,-0.0426,0.0355,-0.0426,0.0355
2019,texas-am-aggies,-0.0981,0.2483,-0.1301,0.2556,-0.1384,0.2583
2019,texas-longhorns,-0.0411,0.2701,-0.1964,0.3039,-0.2034,0.3031
2019,tulane-green-wave,-0.1066,0.0669,-0.0275,0.0636,-0.0375,0.074
2019,uab-blazers,-0.1304,,-0.087,,-0.087,
2019,ucf-knights,-0.0209,0.1729,-0.0954,0.1763,-0.104,0.1775
2019,usc-trojans,-0.0653,0.1096,-0.054,0.1056,-0.069,0.1083
2019,utah-state-aggies,-0.2042,0.2322,0.0426,0.2091,0.0426,0.2091
2019,utah-utes,0.0159,0.2411,-0.2289,0.2648,-0.2078,0.2611
2019,virginia-cavaliers,-0.0437,0.1443,-0.0556,0.1308,-0.0685,0.1337
2019,virginia-tech-hokies,-0.0416,0.0778,-0.0549,0.0615,-0.0646,0.0632
2019,wake-forest-demon-deacons,-0.0528,0.1264,-0.0689,0.1175,-0.0846,0.1179
2019,washington-huskies,-0.0259,0.1857,-0.1149,0.1861,-0.1185,0.1849
2019,washington-state-cougars,-0.0511,0.1612,-0.0895,0.1647,-0.1075,0.1694
2019,west-virginia-mountaineers,-0.1304,,-0.087,,-0.087,
2019,wisconsin-badgers,0.0083,0.2077,-0.2006,0.2281,-0.1775,0.2296
2020,air-force-falcons,-0.1908,0.1109,-0.0435,0.0955,-0.0435,0.0955
2020,alabama-crimson-tide,-0.0181,0.3076,-1.5242,0.6753,-1.518,0.7032
2020,appalachian-state-mountaineers,-0.1398,0.1288,-0.0651,0.1184,-0.0844,0.1232
2020,arizona-state-sun-devils,-0.2332,0.1973,-0.0364,0.125,-0.0471,0.1236
2020,arkansas-razorbacks,-0.1443,0.1634,0.005,0.1351,0.0094,0.133
2020,arkansas-state-red-wolves,-0.1148,0.1066,-0.0122,0.0965,-0.0523,0.0979
2020,army-west-point-black-knights,-0.1159,0.1527,-0.0622,0.145,-0.0838,0.1517
2020,auburn-tigers,-0.006,0.3219,-0.1882,0.3377,-0.1699,0.3221
2020,ball-state-cardinals,-0.0138,0.0573,-0.0652,0.0588,-0.0587,0.0586
2020,baylor-bears,-0.1863,0.168,-0.0485,0.1454,-0.0821,0.1514
2020,boise-state-broncos,-0.1143,0.1542,-0.0481,0.1459,-0.0823,0.1527
2020,boston-college-eagles,-0.1402,0.0797,-0.0459,0.0721,-0.0617,0.072
2020,buffalo-bulls,-0.065,0.1006,-0.0278,0.0941,-0.0484,0.0973
2020,byu-cougars,-0.0186,0.3153,-0.2224,0.3494,-0.2253,0.3543
2020,california-golden-bears,-0.1636,0.1103,-0.0647,0.1001,-0.0647,0.1001
2020,cincinnati-bearcats,0.0009,0.2832,-0.2896,0.3005,-0.2791,0.3116
2020,clemson-tigers,0.0971,0.4019,-1.2979,0.8104,-1.2125,0.7342
2020,coastal-carolina-chanticleers,0.0373,0.2303,-0.1605,0.2334,-0.1278,0.2255
2020,colorado-buffaloes,-0.024,0.1205,-0.0743,0.1243,-0.0992,0.126
2020,florida-atlantic-owls,-0.2381,,-0.0952,,-0.0952,
2020,florida-gators,0.0758,0.2889,-0.3326,0.3045,-0.3058,0.3036
2020,florida-state-seminoles,-0.139,0.1401,-0.0041,0.1288,-0.0041,0.1288
2020,georgia-bulldogs,0.0554,0.3168,-0.3952,0.3909,-0.3604,0.3817
2020,georgia-tech-yellow-jackets,-0.1977,0.2489,0.0056,0.2141,-0.0567,0.222
2020,houston-cougars,-0.2381,,-0.0952,,-0.0952,
2020,indiana-hoosiers,0.0583,0.1963,-0.2121,0.1972,-0.1852,0.1963
2020,iowa-hawkeyes,-0.0406,0.1478,-0.1051,0.1438,-0.1089,0.145
2020,iowa-state-cyclones,0.0073,0.1891,-0.1506,0.1948,-0.1456,0.1951
2020,kansas-state-wildcats,-0.1484,0.4201,-0.1349,0.3787,-0.171,0.3903
2020,kentucky-wildcats,-0.1234,0.1736,-0.0616,0.166,-0.0781,0.1721
2020,liberty-flames,-0.0604,0.167,-0.0682,0.1618,-0.0796,0.1647
2020,louisiana-lafayette-ragin-cajuns,-0.0703,0.2012,-0.094,0.2008,-0.1106,0.2048
2020,louisville-cardinals,-0.0611,0.1984,-0.0829,0.1864,-0.0918,0.1884
2020,lsu-tigers,-0.1376,0.7418,-0.4704,0.9652,-0.4485,0.9446
2020,marshall-thundering-herd,-0.0061,0.1993,-0.0881,0.1772,-0.0704,0.1756
2020,maryland-terrapins,-0.1304,,-0.087,,-0.087,
2020,memphis-tigers,-0.0606,0.2118,-0.0802,0.1535,-0.0739,0.1512
2020,miami-fl-hurricanes,0.0167,0.2649,-0.2112,0.2823,-0.2106,0.2783
2020,michigan-wolverines,-0.1074,0.2452,-0.1515,0.2481,-0.1673,0.2539
2020,minnesota-golden-gophers,-0.1882,0.3222,-0.1059,0.2837,-0.1661,0.3011
2020,mississippi-state-bulldogs,-0.2304,0.4609,-0.175,0.4674,-0.1784,0.4647
2020,missouri-tigers,-0.1207,0.059,-0.0614,0.058,-0.0614,0.058
2020,navy-midshipmen,-0.3,,-0.1,,-0.1,
2020,north-carolina-state-wolfpack,-0.1171,0.1236,-0.0525,0.1094,-0.0698,0.1169
2020,north-carolina-tar-heels,0.0133,0.2479,-0.1591,0.2165,-0.1526,0.2094
2020,north-dakota-state-bison,-0.1818,,-0.0909,,-0.0909,
2020,northwestern-wildcats,-0.0072,0.2183,-0.136,0.2124,-0.13,0.2109
2020,notre-dame-fighting-irish,0.0989,0.2817,-0.6203,0.4161,-0.565,0.3863
2020,ohio-state-buckeyes,-0.2387,0.658,-0.8245,0.612,-0.8239,0.6471
2020,oklahoma-sooners,-0.001,0.269,-0.2594,0.324,-0.2331,0.289
2020,oklahoma-state-cowboys,0.0073,0.2948,-0.1981,0.2959,-0.1886,0.2846
2020,ole-miss-rebels,-0.5896,0.9317,-0.0889,0.1193,-0.0889,0.1193
2020,oregon-ducks,-0.1904,0.425,-0.2677,0.4087,-0.25,0.4098
2020,penn-state-nittany-lions,-0.0801,0.3268,-0.299,0.3448,-0.2615,0.3403
2020,pittsburgh-panthers,-0.1182,0.1903,-0.0613,0.1631,-0.0623,0.1627
2020,purdue-boilermakers,-0.1615,0.1077,-0.0216,0.0987,-0.0147,0.0962
2020,san-diego-state-aztecs,-0.0668,0.0402,-0.0257,0.0387,-0.0257,0.0387
2020,san-jose-state-spartans,-0.0295,0.1457,-0.0434,0.1472,-0.0548,0.1462
2020,south-carolina-gamecocks,-0.2042,0.2322,0.0426,0.2091,0.0426,0.2091
2020,south-florida-bulls,-0.3,,-0.1,,-0.1,
2020,southern-methodist-mustangs,-0.0597,0.2616,-0.1075,0.2684,-0.1379,0.2787
2020,tcu-horned-frogs,-0.1965,0.1343,-0.0496,0.1088,-0.0443,0.1115
2020,tennessee-volunteers,-0.0328,0.3141,-0.1551,0.3161,-0.1564,0.3183
2020,texas-am-aggies,0.0668,0.2997,-0.3294,0.3261,-0.2927,0.3229
2020,texas-longhorns,-0.003,0.2127,-0.1329,0.217,-0.1291,0.2104
2020,texas-tech-red-raiders,-0.2381,0.0,-0.0952,0.0,-0.0952,0.0
2020,tulsa-golden-hurricane,-0.0795,0.1838,-0.0609,0.1581,-0.0725,0.1582
2020,uab-blazers,-0.3059,0.4575,-0.0619,0.3732,-0.1116,0.4305
2020,ucf-knights,0.0369,0.2566,-0.122,0.2068,-0.0844,0.1989
2020,usc-trojans,-0.0722,0.244,-0.1186,0.2269,-0.1282,0.2283
2020,utah-utes,-0.1773,0.2534,-0.0507,0.1728,-0.0485,0.1732
2020,virginia-cavaliers,-0.2236,0.2063,-0.0423,0.1544,-0.0708,0.1588
2020,virginia-tech-hokies,-0.0972,0.2464,-0.0947,0.2334,-0.1175,0.2377
2020,wake-forest-demon-deacons,-0.0935,0.0381,-0.0514,0.0366,-0.0514,0.0366
2020,washington-huskies,-0.1555,0.1689,-0.0531,0.1302,-0.0625,0.132
2020,west-virginia-mountaineers,-0.2176,0.1822,-0.0343,0.1571,-0.0439,0.1597
2020,wisconsin-badgers,-0.0797,0.3338,-0.2077,0.3287,-0.2208,0.3327
2021,air-force-falcons,-0.0899,0.0437,-0.0269,0.0413,-0.0269,0.0413
2021,alabama-crimson-tide,0.0805,0.4424,-1.2834,0.8055,-1.2402,0.7488
2021,appalachian-state-mountaineers,-0.1222,0.0955,-0.006,0.0874,-0.0065,0.0891
2021,arizona-state-sun-devils,-0.0567,0.2044,-0.0857,0.1903,-0.105,0.1953
2021,arkansas-razorbacks,-0.0435,0.2444,-0.1157,0.2592,-0.1308,0.2739
2021,army-west-point-black-knights,-0.099,0.0272,-0.0568,0.0261,-0.0568,0.0261
2021,auburn-tigers,-0.0281,0.2101,-0.1038,0.1941,-0.1267,0.1949
2021,ball-state-cardinals,-0.0945,0.0697,-0.0095,0.0651,-0.0095,0.0651
2021,baylor-bears,0.0036,0.1789,-0.1993,0.2142,-0.1995,0.2016
2021,boise-state-broncos,-0.0734,0.0431,-0.0322,0.0415,-0.0322,0.0415
2021,boston-college-eagles,-0.1593,0.1091,-0.0503,0.0994,-0.0793,0.1049
2021,byu-cougars,0.0241,0.2032,-0.1484,0.2006,-0.1271,0.2004
2021,cincinnati-bearcats,0.0551,0.4882,-0.644,0.5535,-0.6044,0.5621
2021,clemson-tigers,-0.0367,0.36,-0.2874,0.5558,-0.279,0.547
2021,coastal-carolina-chanticleers,-0.0297,0.247,-0.1146,0.2455,-0.1096,0.2467
2021,florida-gators,-0.0473,0.3138,-0.1985,0.3424,-0.1952,0.3454
2021,florida-state-seminoles,-0.0852,0.0639,-0.0435,0.0615,-0.0435,0.0615
2021,fresno-state-bulldogs,-0.0357,0.1514,-0.0856,0.1286,-0.0862,0.1331
2021,georgia-bulldogs,-0.0378,0.3051,-1.5614,0.6646,-1.5568,0.6709
2021,houston-cougars,-0.0183,0.2266,-0.1161,0.2274,-0.1193,0.2287
2021,indiana-hoosiers,-0.065,0.2449,-0.1207,0.2507,-0.1426,0.2547
2021,iowa-hawkeyes,0.0187,0.298,-0.3084,0.3874,-0.3031,0.3816
2021,iowa-state-cyclones,0.0347,0.2639,-0.1885,0.2738,-0.1438,0.2622
2021,kansas-state-wildcats,-0.1414,0.1637,-0.0371,0.1461,-0.0726,0.1527
2021,kentucky-wildcats,-0.0422,0.2158,-0.1424,0.226,-0.1261,0.2231
2021,liberty-flames,-0.2061,0.1821,-0.0163,0.1663,-0.0555,0.1715
2021,louisiana-lafayette-ragin-cajuns,-0.0459,0.2043,-0.0785,0.1838,-0.0707,0.1844
2021,louisville-cardinals,-0.1304,,-0.087,,-0.087,
2021,lsu-tigers,-0.0863,0.2487,-0.1174,0.2597,-0.1346,0.2612
2021,maryland-terrapins,-0.1723,0.125,-0.0272,0.1135,-0.0224,0.1153
2021,miami-fl-hurricanes,-0.0477,0.2589,-0.1155,0.2472,-0.1311,0.2488
2021,michigan-state-spartans,-0.0056,0.2777,-0.2565,0.3218,-0.2363,0.3308
2021,michigan-wolverines,0.0167,0.3034,-0.4036,0.4637,-0.3735,0.4383
2021,minnesota-golden-gophers,-0.1403,0.1177,-0.0167,0.1034,-0.0062,0.1047
2021,mississippi-state-bulldogs,-0.1648,0.1401,-0.0177,0.1247,-0.0467,0.1249
2021,nevada-wolf-pack,-0.1702,0.0993,-0.0475,0.0798,-0.0443,0.0811
2021,north-carolina-state-wolfpack,-0.0675,0.1633,-0.0764,0.1453,-0.0895,0.1476
2021,north-carolina-tar-heels,-0.056,0.2045,-0.125,0.221,-0.1339,0.2171
2021,northwestern-wildcats,-0.0852,0.0522,-0.0435,0.0502,-0.0435,0.0502
2021,notre-dame-fighting-irish,0.046,0.2497,-0.2707,0.262,-0.2356,0.2603
2021,ohio-state-buckeyes,0.0028,0.3978,-0.452,0.4796,-0.4482,0.5012
2021,oklahoma-sooners,0.0216,0.417,-0.522,0.57,-0.4764,0.5621
2021,oklahoma-state-cowboys,-0.0294,0.3074,-0.2535,0.3493,-0.2651,0.3679
2021,ole-miss-rebels,0.0052,0.1868,-0.1857,0.1971,-0.1894,0.1976
2021,oregon-ducks,0.0127,0.3255,-0.3593,0.3808,-0.3041,0.3676
2021,oregon-state-beavers,-0.121,0.1375,0.085,0.1426,0.085,0.1426
2021,penn-state-nittany-lions,0.0196,0.3301,-0.2937,0.3722,-0.2807,0.3649
2021,pittsburgh-panthers,-0.0436,0.1718,-0.119,0.1632,-0.1225,0.1655
2021,purdue-boilermakers,-0.1951,0.1843,-0.0356,0.1585,-0.0546,0.1622
2021,rutgers-scarlet-knights,-0.3,,-0.1,,-0.1,
2021,san-diego-state-aztecs,-0.0815,0.1541,-0.0511,0.1508,-0.0729,0.1529
2021,southern-methodist-mustangs,-0.0723,0.1234,-0.0695,0.1251,-0.0774,0.1238
2021,stanford-cardinal,-0.1589,0.1015,-0.0786,0.0753,-0.0868,0.074
2021,tcu-horned-frogs,-0.1908,0.1708,-0.0148,0.145,-0.0286,0.1459
2021,texas-am-aggies,-0.0134,0.2664,-0.2225,0.3071,-0.1868,0.2835
2021,texas-longhorns,-0.0865,0.1876,-0.098,0.1824,-0.1042,0.1808
2021,texas-tech-red-raiders,-0.1319,0.0493,-0.0732,0.0274,-0.0732,0.0274
2021,uab-blazers,-0.2381,,-0.0952,,-0.0952,
2021,ucf-knights,-0.2004,0.1979,-0.0534,0.1753,-0.0776,0.1794
2021,ucla-bruins,-0.0514,0.3072,-0.1483,0.3298,-0.1406,0.3234
2021,usc-trojans,-0.0586,0.2778,-0.1749,0.2925,-0.1839,0.3011
2021,utah-state-aggies,-0.1168,0.1366,-0.0278,0.1288,-0.0693,0.1365
2021,utah-utes,-0.0195,0.2453,-0.1331,0.2405,-0.1307,0.2385
2021,utsa-roadrunners,0.0155,0.1972,-0.1026,0.185,-0.0862,0.1783
2021,virginia-tech-hokies,-0.0086,0.1989,-0.109,0.1816,-0.1062,0.1798
2021,wake-forest-demon-deacons,0.0014,0.1813,-0.1439,0.1761,-0.1251,0.1724
2021,washington-huskies,-0.1566,0.4895,-0.1611,0.4911,-0.2177,0.5117
2021,west-virginia-mountaineers,-0.1554,0.084,-0.0627,0.0777,-0.0381,0.0806
2021,wisconsin-badgers,-0.0554,0.2451,-0.1105,0.2278,-0.109,0.2295
2022,air-force-falcons,-0.1283,0.1067,-0.028,0.0912,-0.0412,0.0988
2022,alabama-crimson-tide,0.0803,0.4842,-0.7992,0.8279,-0.7461,0.7739
2022,appalachian-state-mountaineers,-0.2141,0.1977,-0.0315,0.1699,-0.0547,0.1734
2022,arkansas-razorbacks,-0.0307,0.33,-0.174,0.3196,-0.1542,0.3176
2022,auburn-tigers,-0.9697,0.6823,-0.1515,0.0525,-0.1515,0.0525
2022,baylor-bears,0.0065,0.3093,-0.1723,0.2989,-0.1725,0.2945
2022,boise-state-broncos,-0.1208,0.083,-0.0413,0.0781,-0.0533,0.0839
2022,byu-cougars,-0.0663,0.2514,-0.1229,0.2495,-0.1383,0.2512
2022,cincinnati-bearcats,-0.0972,0.1951,-0.071,0.1715,-0.0872,0.1737
2022,clemson-tigers,0.0428,0.3641,-0.3911,0.3993,-0.3604,0.4038
2022,coastal-carolina-chanticleers,-0.07,0.1038,-0.0522,0.0956,-0.0762,0.0989
2022,duke-blue-devils,-0.101,0.0588,-0.0419,0.0513,-0.0586,0.0565
2022,florida-gators,-0.0655,0.3572,-0.143,0.3537,-0.1485,0.3498
2022,florida-state-seminoles,-0.0078,0.2661,-0.1254,0.2234,-0.1293,0.2252
2022,fresno-state-bulldogs,-0.1016,0.0946,-0.035,0.0876,-0.0341,0.0874
2022,georgia-bulldogs,0.1809,0.6135,-1.7609,0.8024,-1.7398,0.8128
2022,houston-cougars,-0.2146,0.2402,-0.0576,0.2154,-0.0819,0.2163
2022,illinois-fighting-illini,0.0009,0.1387,-0.1049,0.1317,-0.1045,0.1308
2022,iowa-hawkeyes,-0.27,0.1967,-0.0608,0.1649,-0.0771,0.1666
2022,iowa-state-cyclones,-0.1818,,-0.0909,,-0.0909,
2022,james-madison-dukes,-0.1173,0.0918,-0.0191,0.08,-0.0372,0.0824
2022,kansas-jayhawks,-0.0572,0.1482,-0.0739,0.1439,-0.0839,0.1436
2022,kansas-state-wildcats,-0.0597,0.2152,-0.1349,0.2202,-0.1428,0.2237
2022,kentucky-wildcats,0.0003,0.2298,-0.1666,0.2307,-0.1786,0.2312
2022,liberty-flames,-0.0135,0.1206,-0.0619,0.1141,-0.0668,0.112
2022,lsu-tigers,-0.0065,0.2378,-0.2057,0.228,-0.1947,0.2226
2022,marshall-thundering-herd,-0.186,0.2217,-0.0227,0.1941,-0.0944,0.2049
2022,maryland-terrapins,-0.1237,0.066,-0.0307,0.0641,-0.0351,0.0636
2022,miami-fl-hurricanes,-0.0571,0.4421,-0.1898,0.4801,-0.1894,0.4761
2022,michigan-state-spartans,-0.0224,0.3748,-0.1911,0.3914,-0.1194,0.3769
2022,michigan-wolverines,0.0266,0.2814,-0.6158,0.373,-0.5714,0.3958
2022,minnesota-golden-gophers,-0.1563,0.297,-0.0551,0.2932,-0.0966,0.3353
2022,mississippi-state-bulldogs,-0.041,0.1286,-0.0758,0.1037,-0.0882,0.1077
2022,north-carolina-state-wolfpack,-0.0109,0.2514,-0.1378,0.2508,-0.1158,0.2448
2022,north-carolina-tar-heels,-0.0474,0.1924,-0.1082,0.171,-0.1061,0.1656
2022,notre-dame-fighting-irish,0.0405,0.2704,-0.1797,0.2873,-0.1595,0.2713
2022,ohio-state-buckeyes,-0.1517,0.5044,-0.9998,0.7884,-1.039,0.8052
2022,oklahoma-sooners,0.069,0.3819,-0.3146,0.3865,-0.2239,0.3755
2022,oklahoma-state-cowboys,0.0297,0.2832,-0.2352,0.2762,-0.1844,0.2702
2022,ole-miss-rebels,-0.0344,0.2248,-0.1813,0.234,-0.1673,0.235
2022,oregon-ducks,0.0008,0.2081,-0.1983,0.2115,-0.1895,0.2111
2022,oregon-state-beavers,-0.1042,0.1653,-0.1064,0.1575,-0.1317,0.1675
2022,penn-state-nittany-lions,-0.0203,0.2914,-0.2032,0.2842,-0.2102,0.2885
2022,pittsburgh-panthers,-0.0549,0.2374,-0.0873,0.2269,-0.0872,0.2265
2022,purdue-boilermakers,-0.1382,0.0942,-0.0396,0.0843,-0.058,0.0862
2022,south-alabama-jaguars,-0.1317,0.0883,-0.0316,0.0859,-0.0339,0.0959
2022,south-carolina-gamecocks,-0.0508,0.1253,-0.0703,0.1276,-0.0757,0.1291
2022,syracuse-orange,0.0024,0.1656,-0.1083,0.1721,-0.1051,0.1724
2022,tcu-horned-frogs,0.0193,0.2241,-0.4607,0.3212,-0.437,0.2833
2022,tennessee-volunteers,-0.0895,0.462,-0.5068,0.7442,-0.5146,0.7906
2022,texas-am-aggies,-0.0297,0.3262,-0.2464,0.3653,-0.2562,0.3608
2022,texas-longhorns,-0.0878,0.2338,-0.0778,0.1896,-0.0954,0.1924
2022,texas-tech-red-raiders,-0.0977,0.0655,0.003,0.0593,0.003,0.0593
2022,troy-trojans,-0.0166,0.1137,-0.0541,0.084,-0.0588,0.083
2022,tulane-green-wave,-0.0086,0.1635,-0.1155,0.1695,-0.1067,0.1658
2022,ucf-knights,-0.0426,0.1237,-0.06,0.1146,-0.0833,0.1174
2022,ucla-bruins,0.006,0.1802,-0.1655,0.1862,-0.15,0.1874
2022,usc-trojans,0.0513,0.344,-0.3171,0.3662,-0.2717,0.3638
2022,utah-utes,0.0456,0.2829,-0.2114,0.2903,-0.1886,0.2929
2022,utsa-roadrunners,-0.0563,0.1104,-0.0495,0.0995,-0.0716,0.1025
2022,wake-forest-demon-deacons,-0.0569,0.2344,-0.1355,0.2225,-0.1543,0.2268
2022,washington-huskies,-0.0117,0.1906,-0.1644,0.2016,-0.1427,0.2028
2022,washington-state-cougars,-0.2232,0.236,-0.0151,0.2004,-0.0197,0.2079
2022,wisconsin-badgers,-0.028,0.2759,-0.112,0.2729,-0.1444,0.277
2023,air-force-falcons,-0.0012,0.1318,-0.0932,0.128,-0.1022,0.127
2023,alabama-crimson-tide,-0.031,0.2117,-0.3218,0.297,-0.3225,0.2933
2023,arizona-wildcats,0.0149,0.1268,-0.1321,0.1342,-0.144,0.1353
2023,arkansas-razorbacks,-0.2233,0.1753,-0.0625,0.155,-0.129,0.162
2023,auburn-tigers,-0.1506,0.0793,-0.0462,0.0778,-0.0462,0.0778
2023,baylor-bears,-0.1304,,-0.087,,-0.087,
2023,boise-state-broncos,-0.1092,0.0934,-0.0231,0.0868,-0.0665,0.0898
2023,clemson-tigers,-0.0809,0.2134,-0.1073,0.23,-0.0972,0.2118
2023,coastal-carolina-chanticleers,-0.1304,,-0.087,,-0.087,
2023,colorado-buffaloes,-0.0672,0.225,-0.1079,0.2269,-0.1413,0.234
2023,duke-blue-devils,-0.0288,0.1802,-0.1155,0.1724,-0.1238,0.1762
2023,florida-gators,-0.0683,0.1283,-0.0686,0.1176,-0.0812,0.1202
2023,florida-state-seminoles,-0.167,0.6418,-0.6954,0.8494,-0.7083,0.8884
2023,fresno-state-bulldogs,-0.0763,0.0764,-0.0431,0.0677,-0.0685,0.0703
2023,georgia-bulldogs,0.2364,0.6444,-1.7369,0.8394,-1.5494,0.7489
2023,iowa-hawkeyes,-0.0735,0.128,-0.0648,0.1116,-0.0718,0.1124
2023,james-madison-dukes,-0.0532,0.142,-0.0497,0.1284,-0.0642,0.13
2023,kansas-jayhawks,-0.0694,0.1224,-0.0749,0.1194,-0.082,0.1191
2023,kansas-state-wildcats,-0.0117,0.1891,-0.093,0.177,-0.0928,0.1765
2023,kentucky-wildcats,-0.0546,0.1304,-0.0708,0.1222,-0.0934,0.1243
